Job Code,Term,Revision,Plan Date
ITAU161,2,2,2016-12-12
ITAU161,2,3,2016-12-23
ITAU161,2,4,2016-12-29
ITAU161,3,1,2016-12-10
ITAU161,3,2,2016-12-03
ITAU161,3,3,2016-12-08
ITAU161,3,4,2016-12-22
ITAU161,4,1,2017-01-08
ITAU161,4,2,2017-01-12
ITAU161,4,3,2017-01-11
ITAU161,4,4,2017-01-09
ITAU162,1,1,2016-10-08
ITAU162,1,2,2016-10-15
ITAU162,1,3,2016-10-12
ITAU162,2,1,2016-10-19
ITAU162,3,1,2016-10-20
ITAU162,3,2,2016-10-22
ITAU163,1,1,2016-11-21
ITAU163,1,2,2016-12-01
ITAU163,1,3,2016-12-09
ITAU163,1,4,2016-12-03
ITAU163,2,1,2016-11-19
ITAU163,3,1,2016-11-15
ITAU163,3,2,2016-11-21
ITAU163,3,3,2016-11-20
ITAU163,3,4,2016-12-03
ITAU164,1,1,2017-02-17
ITAU164,1,2,2017-02-27
ITAU164,2,1,2017-01-08
ITAU165,1,1,2017-03-03
ITAU165,1,2,2017-03-13
ITAU165,1,3,2017-03-21
ITAU165,2,1,2016-11-15
ITAU165,2,2,2016-11-24
ITAU165,2,3,2016-11-27
ITAU166,1,1,2016-12-06
ITAU166,1,2,2016-12-04
ITAU166,1,3,2016-11-27
ITAU166,1,4,2016-11-30
ITAU166,2,1,2017-01-13
ITAU166,2,2,2017-01-14
ITAU167,1,1,2017-06-20
ITAU168,1,1,2016-12-10
ITAU168,1,2,2016-12-10
ITAU168,1,3,2016-12-08
ITAU168,2,1,2017-01-01
ITAU168,3,1,2017-05-05
ITAU168,3,2,2017-05-15
ITAU169,1,1,2016-12-23
ITAU169,2,1,2017-03-17
ITAU169,2,2,2017-03-15
ITAU169,2,3,2017-03-13
ITAU169,2,4,2017-03-13
ITAU169,3,1,2017-03-17
ITAU169,3,2,2017-03-28
ITAU169,3,3,2017-03-21
ITAU169,4,1,2017-03-11
ITAU169,4,2,2017-03-22
ITAU169,4,3,2017-03-19
ITAU170,1,1,2017-07-07
ITAU170,1,2,2017-07-17
ITAU170,2,1,2017-11-08
ITAU170,2,2,2017-11-16
ITAU170,2,3,2017-11-10
ITAU170,3,1,2017-06-23
ITAU170,4,1,2017-09-20
ITAU170,4,2,2017-09-20
ITAU171,1,1,2017-05-04
ITAU172,1,1,2017-03-08
ITAU172,1,2,2017-03-11
ITAU172,1,3,2017-03-23
ITAU172,1,4,2017-03-22
ITAU173,1,1,2016-12-23
ITAU173,1,2,2016-12-21
ITAU173,2,1,2016-12-14
ITAU173,2,2,2016-12-07
ITAU173,2,3,2016-12-04
ITAU173,3,1,2016-12-16
ITAU173,3,2,2016-12-25
ITAU174,1,1,2016-11-23
ITAU174,1,2,2016-11-27
ITAU174,1,3,2016-12-11
ITAU174,2,1,2017-03-24
ITAU174,2,2,2017-03-20
ITAU174,2,3,2017-03-23
ITAU174,2,4,2017-03-25
ITAU174,3,1,2017-03-10
ITAU174,3,2,2017-03-08
ITAU174,3,3,2017-03-14
ITAU175,1,1,2017-02-07
ITAU175,1,2,2017-02-10
ITAU175,1,3,2017-02-08
ITAU175,1,4,2017-02-18
ITAU175,2,1,2017-02-27
ITAU175,2,2,2017-03-13
ITAU175,2,3,2017-03-24
ITAU176,1,1,2017-01-30
ITAU176,1,2,2017-02-01
ITAU176,2,1,2017-10-13
ITAU176,2,2,2017-10-11
ITAU176,2,3,2017-10-04
ITAU177,1,1,2016-12-16
ITAU177,1,2,2016-12-10
ITAU177,1,3,2016-12-08
ITAU177,1,4,2016-12-20
ITAU178,1,1,2017-01-25
ITAU178,1,2,2017-01-25
ITAU178,1,3,2017-02-07
ITAU178,2,1,2017-03-25
ITAU178,3,1,2017-04-10
ITAU178,3,2,2017-04-05
ITAU179,1,1,2017-01-24
ITAU179,1,2,2017-01-27
ITAU179,2,1,2017-03-24
ITAU179,2,2,2017-03-19
ITAU179,3,1,2017-03-24
ITAU179,3,2,2017-03-17
ITAU179,3,3,2017-03-18
ITAU179,4,1,2018-01-31
ITAU179,4,2,2018-01-26
ITAU179,5,1,2017-03-17
ITAU179,5,2,2017-03-13
ITAU179,5,3,2017-03-06
ITAU180,1,1,2017-05-30
ITAU180,2,1,2017-08-07
ITAU180,2,2,2017-08-05
ITAU180,2,3,2017-08-11
ITAU180,2,4,2017-08-19
ITAU180,3,1,2017-08-11
ITAU180,3,2,2017-08-21
ITAU180,3,3,2017-08-26
ITAU180,3,4,2017-08-22
ITAU180,4,1,2017-08-26
ITAU180,4,2,2017-09-08
ITAU180,4,3,2017-09-22
ITAU180,4,4,2017-09-22
ITAU181,1,1,2017-11-24
ITAU181,1,2,2017-11-19
ITAU181,2,1,2017-04-29
ITAU181,3,1,2017-04-30
ITAU181,4,1,2017-08-28
ITAU181,4,2,2017-08-23
ITAU181,4,3,2017-08-26
ITAU181,5,1,2017-11-22
ITAU181,5,2,2017-11-20
ITAU181,6,1,2017-10-27
ITAU181,7,1,2017-11-20
ITAU182,1,1,2017-01-13
ITAU182,1,2,2017-01-19
ITAU182,1,3,2017-02-01
ITAU182,1,4,2017-01-30
ITAU182,2,1,2017-03-25
ITAU182,2,2,2017-03-19
ITAU182,2,3,2017-03-15
ITAU182,2,4,2017-03-18
ITAU183,1,1,2017-01-19
ITAU183,1,2,2017-01-25
ITAU183,2,1,2017-06-23
ITAU183,2,2,2017-06-25
ITAU183,2,3,2017-06-27
ITAU183,3,1,2017-03-06
ITAU183,3,2,2017-02-28
ITAU184,1,1,2017-03-11
ITAU184,1,2,2017-03-21
ITAU184,1,3,2017-03-29
ITAU184,1,4,2017-03-26
ITAU184,2,1,2017-03-04
ITAU185,1,1,2018-02-23
ITAU185,2,1,2017-07-16
ITAU185,3,1,2018-02-16
ITAU185,3,2,2018-02-12
ITAU185,3,3,2018-02-05
ITAU185,3,4,2018-02-04
ITAU185,4,1,2017-07-27
ITAU185,4,2,2017-07-29
ITAU185,5,1,2018-02-24
ITAU186,1,1,2017-02-27
ITAU186,2,1,2017-03-05
ITAU186,2,2,2017-03-13
ITAU186,2,3,2017-03-27
ITAU186,2,4,2017-03-28
ITAU187,1,1,2017-04-09
ITAU187,2,1,2017-05-10
ITAU187,2,2,2017-05-14
ITAU187,2,3,2017-05-19
ITAU187,2,4,2017-05-23
ITAU187,3,1,2017-08-08
ITAU187,3,2,2017-08-02
ITAU188,1,1,2017-03-17
ITAU188,1,2,2017-03-24
ITAU188,1,3,2017-03-25
ITAU188,2,1,2017-06-10
ITAU188,2,2,2017-06-21
ITAU188,3,1,2017-03-07
ITAU189,1,1,2017-03-05
ITAU189,2,1,2017-06-19
ITAU189,2,2,2017-06-25
ITAU189,2,3,2017-07-06
ITAU189,3,1,2017-03-20
ITAU189,3,2,2017-03-14
ITAU190,1,1,2017-05-23
ITAU190,1,2,2017-05-29
ITAU190,1,3,2017-06-08
ITAU190,1,4,2017-06-22
ITAU190,2,1,2017-06-05
ITAU190,2,2,2017-06-05
ITAU190,2,3,2017-06-13
ITAU190,2,4,2017-06-15
ITAU190,3,1,2017-06-05
ITAU190,4,1,2017-08-05
ITAU191,1,1,2017-03-13
ITAU191,1,2,2017-03-20
ITAU191,2,1,2017-06-07
ITAU191,2,2,2017-06-06
ITAU191,3,1,2017-06-06
ITAU191,3,2,2017-05-31
ITAU191,4,1,2017-08-27
ITAU191,4,2,2017-09-10
ITAU191,4,3,2017-09-16
ITAU191,4,4,2017-09-15
ITAU191,5,1,2017-09-13
ITAU191,5,2,2017-09-14
ITAU192,1,1,2017-08-26
ITAU192,1,2,2017-08-21
ITAU192,1,3,2017-08-26
ITAU192,2,1,2017-08-14
ITAU192,2,2,2017-08-17
ITAU192,2,3,2017-08-18
ITAU192,2,4,2017-08-27
ITAU192,3,1,2017-08-25
ITAU192,3,2,2017-09-06
ITAU192,3,3,2017-09-17
ITAU192,3,4,2017-09-26
ITAU192,4,1,2017-07-28
ITAU192,4,2,2017-08-03
ITAU192,4,3,2017-07-31
ITAU192,4,4,2017-07-28
ITAU192,5,1,2017-08-21
ITAU193,1,1,2017-05-03
ITAU193,2,1,2017-05-25
ITAU193,2,2,2017-05-26
ITAU193,2,3,2017-05-31
ITAU193,3,1,2017-06-13
ITAU193,3,2,2017-06-25
ITAU193,3,3,2017-07-03
ITAU193,3,4,2017-06-27
ITAU194,1,1,2017-06-01
ITAU194,1,2,2017-06-06
ITAU194,2,1,2017-05-16
ITAU194,2,2,2017-05-28
ITAU194,3,1,2017-05-25
ITAU194,3,2,2017-05-30
ITAU194,3,3,2017-06-02
ITAU194,3,4,2017-06-02
ITAU195,1,1,2017-06-11
ITAU195,2,1,2017-06-07
ITAU195,2,2,2017-05-31
ITAU195,2,3,2017-06-03
ITAU195,3,1,2017-08-20
ITAU195,3,2,2017-08-21
ITAU195,3,3,2017-08-29
ITAU196,1,1,2017-05-04
ITAU196,2,1,2017-05-14
ITAU196,2,2,2017-05-21
ITAU196,3,1,2017-06-15
ITAU196,3,2,2017-06-21
ITAU196,3,3,2017-07-03
ITAU197,1,1,2017-06-08
ITAU197,2,1,2018-05-15
ITAU197,2,2,2018-05-21
ITAU197,2,3,2018-05-29
ITAU197,2,4,2018-06-07
ITAU197,3,1,2018-05-10
ITAU197,3,2,2018-05-19
ITAU197,3,3,2018-05-17
ITAU197,4,1,2018-01-02
ITAU197,5,1,2017-10-14
ITAU197,5,2,2017-10-23
ITAU197,5,3,2017-11-03
ITAU197,5,4,2017-10-27
ITAU197,6,1,2017-10-16
ITAU197,6,2,2017-10-15
ITAU197,7,1,2017-12-31
ITAU197,8,1,2017-12-18
ITAU197,9,1,2018-01-04
ITAU197,10,1,2018-01-01
ITAU197,10,2,2018-01-05
ITAU198,1,1,2017-05-18
ITAU198,1,2,2017-05-23
ITAU198,1,3,2017-06-05
ITAU198,1,4,2017-06-01
ITAU198,2,1,2017-05-12
ITAU198,3,1,2017-07-18
ITAU198,3,2,2017-07-30
ITAU198,3,3,2017-08-06
ITAU198,4,1,2017-05-27
ITAU198,4,2,2017-06-07
ITAU198,5,1,2017-07-05
ITAU198,5,2,2017-07-03
ITAU198,5,3,2017-07-04
ITAU199,1,1,2017-07-03
ITAU199,2,1,2017-07-23
ITAU199,3,1,2017-07-19
ITAU199,4,1,2017-09-04
ITAU199,4,2,2017-09-17
ITAU200,1,1,2017-06-23
ITAU200,1,2,2017-06-22
ITAU200,2,1,2017-09-18
ITAU200,2,2,2017-09-24
ITAU200,2,3,2017-10-03
ITAU200,3,1,2018-01-05
ITAU200,4,1,2017-10-07
ITAU201,1,1,2017-11-11
ITAU201,1,2,2017-11-09
ITAU201,2,1,2017-11-01
ITAU201,3,1,2017-11-13
ITAU201,3,2,2017-11-15
ITAU201,3,3,2017-11-28
ITAU201,4,1,2017-11-30
ITAU201,4,2,2017-12-05
ITAU201,4,3,2017-12-09
ITAU201,5,1,2017-11-25
ITAU201,5,2,2017-11-24
ITAU201,5,3,2017-12-01
ITAU201,5,4,2017-12-03
ITAU201,6,1,2018-03-11
ITAU201,6,2,2018-03-07
ITAU201,6,3,2018-02-28
ITAU201,6,4,2018-03-09
ITAU201,7,1,2018-03-10
ITAU201,7,2,2018-03-23
ITAU201,7,3,2018-04-04
ITAU201,8,1,2018-03-02
ITAU201,8,2,2018-03-16
ITAU201,8,3,2018-03-12
ITAU202,1,1,2017-06-17
ITAU202,1,2,2017-06-20
ITAU202,1,3,2017-06-21
ITAU202,1,4,2017-07-04
ITAU202,2,1,2017-08-04
ITAU202,2,2,2017-08-05
ITAU202,2,3,2017-08-18
ITAU202,3,1,2017-08-30
ITAU202,3,2,2017-08-27
ITAU202,3,3,2017-09-05
ITAU203,1,1,2017-10-12
ITAU203,1,2,2017-10-24
ITAU203,2,1,2017-11-17
ITAU203,2,2,2017-11-20
ITAU203,2,3,2017-12-04
ITAU203,2,4,2017-12-01
ITAU204,1,1,2017-09-24
ITAU204,2,1,2018-03-02
ITAU204,2,2,2018-03-03
ITAU204,2,3,2018-03-09
ITAU204,2,4,2018-03-14
ITAU205,1,1,2017-10-18
ITAU205,1,2,2017-10-29
ITAU205,1,3,2017-11-09
ITAU205,1,4,2017-11-08
ITAU205,2,1,2017-10-24
ITAU205,2,2,2017-11-07
ITAU205,2,3,2017-11-17
ITAU205,3,1,2017-10-02
ITAU205,3,2,2017-10-06
ITAU205,3,3,2017-10-15
ITAU205,3,4,2017-10-17
ITAU206,1,1,2017-09-01
ITAU206,1,2,2017-09-11
ITAU207,1,1,2017-08-26
ITAU207,1,2,2017-08-22
ITAU207,2,1,2017-08-21
ITAU207,2,2,2017-08-22
ITAU207,2,3,2017-09-01
ITAU207,2,4,2017-08-30
ITAU208,1,1,2018-03-28
ITAU208,1,2,2018-03-23
ITAU208,1,3,2018-03-23
ITAU208,2,1,2018-04-12
ITAU208,2,2,2018-04-14
ITAU208,2,3,2018-04-20
ITAU208,3,1,2018-04-16
ITAU208,3,2,2018-04-17
ITAU208,3,3,2018-04-28
ITAU209,1,1,2017-08-31
ITAU209,1,2,2017-08-27
ITAU209,1,3,2017-09-04
ITAU209,2,1,2017-09-06
ITAU210,1,1,2017-08-12
ITAU210,2,1,2017-11-10
ITAU210,2,2,2017-11-06
ITAU210,3,1,2017-12-17
ITAU210,3,2,2017-12-19
ITAU210,3,3,2017-12-25
ITAU210,3,4,2017-12-19
ITAU211,1,1,2017-12-04
ITAU211,1,2,2017-12-03
ITAU211,2,1,2017-11-16
ITAU211,2,2,2017-11-27
ITAU211,2,3,2017-12-04
ITAU211,3,1,2017-12-03
ITAU211,3,2,2017-12-01
ITAU212,1,1,2017-10-29
ITAU212,2,1,2017-10-31
ITAU212,2,2,2017-10-29
ITAU212,2,3,2017-11-01
ITAU212,3,1,2018-04-26
ITAU213,1,1,2017-10-22
ITAU213,1,2,2017-10-21
ITAU213,1,3,2017-10-19
ITAU213,1,4,2017-10-30
ITAU213,2,1,2017-10-26
ITAU213,2,2,2017-10-21
ITAU213,3,1,2018-02-12
ITAU213,3,2,2018-02-18
ITAU214,1,1,2017-10-23
ITAU214,1,2,2017-10-29
ITAU214,1,3,2017-11-06
ITAU214,1,4,2017-11-11
ITAU214,2,1,2018-01-20
ITAU214,3,1,2018-01-30
ITAU214,3,2,2018-01-23
ITAU215,1,1,2017-11-26
ITAU215,1,2,2017-11-25
ITAU215,1,3,2017-11-18
ITAU215,2,1,2017-10-26
ITAU215,3,1,2017-11-17
ITAU215,3,2,2017-11-21
ITAU215,4,1,2017-11-14
ITAU215,4,2,2017-11-10
ITAU215,4,3,2017-11-15
ITAU216,1,1,2018-01-17
ITAU216,1,2,2018-01-12
ITAU216,1,3,2018-01-06
ITAU216,2,1,2018-01-21
ITAU216,2,2,2018-01-28
ITAU216,2,3,2018-02-06
ITAU216,3,1,2018-01-25
ITAU216,3,2,2018-02-08
ITAU216,3,3,2018-02-05
ITAU216,4,1,2018-01-27
ITAU216,4,2,2018-01-31
ITAU216,4,3,2018-01-30
ITAU216,5,1,2018-02-07
ITAU216,5,2,2018-01-31
ITAU217,1,1,2017-11-01
ITAU217,1,2,2017-10-29
ITAU217,2,1,2018-02-19
ITAU217,2,2,2018-03-02
ITAU218,1,1,2018-01-25
ITAU218,1,2,2018-01-29
ITAU218,2,1,2017-11-08
ITAU218,3,1,2017-12-31
ITAU218,3,2,2018-01-12
ITAU218,3,3,2018-01-06
ITAU218,4,1,2018-01-04
ITAU218,5,1,2017-11-16
ITAU219,1,1,2017-10-04
ITAU219,2,1,2017-10-25
ITAU219,3,1,2018-05-19
ITAU219,3,2,2018-05-15
ITAU219,3,3,2018-05-25
ITAU219,3,4,2018-05-26
ITAU220,1,1,2017-10-27
ITAU220,1,2,2017-10-26
ITAU220,1,3,2017-11-09
ITAU220,1,4,2017-11-22
ITAU220,2,1,2017-11-01
ITAU220,3,1,2017-11-13
ITAU220,3,2,2017-11-09
ITAU220,3,3,2017-11-23
ITAU220,3,4,2017-12-02
ITAU221,1,1,2017-10-30
ITAU221,1,2,2017-11-11
ITAU221,1,3,2017-11-08
ITAU221,2,1,2018-04-09
ITAU221,2,2,2018-04-18
ITAU221,2,3,2018-04-30
ITAU221,2,4,2018-04-26
ITAU222,1,1,2017-11-16
ITAU222,1,2,2017-11-12
ITAU222,1,3,2017-11-20
ITAU222,2,1,2017-12-02
ITAU222,2,2,2017-12-01
ITAU222,3,1,2017-11-29
ITAU222,3,2,2017-11-28
ITAU222,3,3,2017-12-02
ITAU222,4,1,2017-11-22
ITAU222,4,2,2017-11-20
ITAU222,4,3,2017-11-14
ITAU222,4,4,2017-11-24
ITAU223,1,1,2017-11-16
ITAU223,1,2,2017-11-24
ITAU223,1,3,2017-11-27
ITAU223,1,4,2017-11-27
ITAU223,2,1,2017-11-10
ITAU223,3,1,2018-04-26
ITAU223,4,1,2017-12-11
ITAU223,4,2,2017-12-06
ITAU223,4,3,2017-12-15
ITAU223,4,4,2017-12-10
ITAU223,5,1,2018-04-25
ITAU223,6,1,2018-05-07
ITAU223,6,2,2018-05-09
ITAU223,7,1,2018-05-07
ITAU223,7,2,2018-05-01
ITAU223,7,3,2018-04-27
ITAU224,1,1,2017-10-09
ITAU224,1,2,2017-10-11
ITAU224,2,1,2017-12-01
ITAU224,2,2,2017-12-04
ITAU224,2,3,2017-12-10
ITAU224,3,1,2017-12-09
ITAU224,4,1,2018-01-17
ITAU224A,1,1,2019-09-27
ITAU224A,1,2,2019-10-10
ITAU224A,2,1,2019-10-28
ITAU224A,2,2,2019-11-01
ITAU224A,3,1,2019-11-24
ITAU224A,3,2,2019-11-25
ITAU224A,3,3,2019-11-20
ITAU224A,3,4,2019-11-24
ITAU225,1,1,2018-01-29
ITAU225,1,2,2018-01-25
ITAU225,1,3,2018-01-30
ITAU226,1,1,2018-01-07
ITAU226,1,2,2018-01-08
ITAU226,1,3,2018-01-13
ITAU226,1,4,2018-01-21
ITAU226,2,1,2017-12-07
ITAU226,2,2,2017-12-05
ITAU226,2,3,2017-12-01
ITAU226,2,4,2017-11-28
ITAU226,3,1,2017-12-19
ITAU226,4,1,2018-01-03
ITAU227,1,1,2017-10-30
ITAU227,1,2,2017-11-13
ITAU227,1,3,2017-11-20
ITAU227,1,4,2017-11-18
ITAU227,2,1,2017-10-23
ITAU227,2,2,2017-11-04
ITAU227,2,3,2017-10-28
ITAU227,2,4,2017-11-11
ITAU227,3,1,2017-10-27
ITAU227,3,2,2017-11-04
ITAU228,1,1,2018-03-27
ITAU228,2,1,2018-03-19
ITAU228,2,2,2018-03-14
ITAU228,2,3,2018-03-15
ITAU228,2,4,2018-03-28
ITAU229,1,1,2018-07-24
ITAU229,1,2,2018-08-07
ITAU229,1,3,2018-08-16
ITAU229,2,1,2018-08-14
ITAU229,2,2,2018-08-17
ITAU229,3,1,2018-05-24
ITAU229,4,1,2018-08-02
ITAU229,4,2,2018-08-06
ITAU229,5,1,2018-07-28
ITAU229,5,2,2018-08-07
ITAU229,5,3,2018-08-19
ITAU229,5,4,2018-08-13
ITAU230,1,1,2017-11-30
ITAU230,2,1,2018-03-09
ITAU230,2,2,2018-03-17
ITAU231,1,1,2018-02-26
ITAU231,1,2,2018-02-21
ITAU231,1,3,2018-03-01
ITAU231,1,4,2018-03-04
ITAU231,2,1,2018-02-19
ITAU231,2,2,2018-02-20
ITAU231,3,1,2018-03-09
ITAU232,1,1,2018-09-10
ITAU232,1,2,2018-09-23
ITAU232,2,1,2017-12-26
ITAU232,2,2,2017-12-26
ITAU232,2,3,2017-12-21
ITAU232,2,4,2017-12-28
ITAU232,3,1,2018-01-22
ITAU232,3,2,2018-01-29
ITAU232,3,3,2018-01-24
ITAU232,3,4,2018-02-01
ITAU232,4,1,2018-09-03
ITAU232,4,2,2018-08-30
ITAU232,4,3,2018-09-07
ITAU232,4,4,2018-09-20
ITAU233,1,1,2018-01-28
ITAU233,2,1,2017-12-20
ITAU233,2,2,2017-12-14
ITAU233,2,3,2017-12-24
ITAU233,2,4,2018-01-03
ITAU233,3,1,2018-02-23
ITAU233,4,1,2018-02-25
ITAU233,4,2,2018-03-07
ITAU233,4,3,2018-03-06
ITAU233,5,1,2018-03-03
ITAU233,5,2,2018-03-07
ITAU233,5,3,2018-03-01
ITAU233,5,4,2018-03-01
ITAU234,1,1,2018-02-21
ITAU234,1,2,2018-03-03
ITAU234,1,3,2018-03-15
ITAU234,1,4,2018-03-27
ITAU234,2,1,2018-01-29
ITAU234,2,2,2018-02-02
ITAU234,2,3,2018-02-09
ITAU234,2,4,2018-02-05
ITAU234,3,1,2018-02-08
ITAU235,1,1,2018-05-21
ITAU235,1,2,2018-05-24
ITAU235,2,1,2018-01-03
ITAU235,2,2,2018-01-05
ITAU235,2,3,2018-01-15
ITAU235,3,1,2018-03-29
ITAU235,3,2,2018-03-23
ITAU235,3,3,2018-03-21
ITAU235,4,1,2018-05-08
ITAU235,4,2,2018-05-14
ITAU235,4,3,2018-05-10
ITAU235,4,4,2018-05-11
ITAU235,5,1,2018-05-27
ITAU235,5,2,2018-05-23
ITAU235,6,1,2018-05-27
ITAU235,6,2,2018-06-03
ITAU235,6,3,2018-06-02
ITAU235,6,4,2018-06-05
ITAU236,1,1,2019-07-06
ITAU236,2,1,2019-07-13
ITAU236,3,1,2019-07-07
ITAU236,4,1,2019-07-14
ITAU236,4,2,2019-07-25
ITAU236,4,3,2019-08-03
ITAU236,4,4,2019-07-31
ITAU236,5,1,2018-03-23
ITAU236,5,2,2018-04-01
ITAU236,5,3,2018-03-26
ITAU236,5,4,2018-04-05
ITAU236,6,1,2018-05-08
ITAU236,6,2,2018-05-16
ITAU236,6,3,2018-05-25
ITAU236,6,4,2018-05-23
ITAU236,7,1,2018-03-28
ITAU236,7,2,2018-03-24
ITAU237,1,1,2020-01-14
ITAU237,1,2,2020-01-26
ITAU237,1,3,2020-02-07
ITAU237,1,4,2020-02-10
ITAU237,2,1,2018-04-04
ITAU237,2,2,2018-04-16
ITAU237,2,3,2018-04-16
ITAU237,2,4,2018-04-17
ITAU237,3,1,2018-04-02
ITAU237,3,2,2018-04-04
ITAU237,3,3,2018-04-11
ITAU237,3,4,2018-04-08
ITAU237,4,1,2018-04-04
ITAU237,4,2,2018-04-16
ITAU237,5,1,2018-04-08
ITAU237,5,2,2018-04-11
ITAU237,5,3,2018-04-21
ITAU237,6,1,2018-03-28
ITAU237,6,2,2018-03-27
ITAU238,1,1,
ITAU238,1,2,
ITAU238,1,3,
ITAU238,2,1,
ITAU238,2,2,
ITAU239,1,1,2018-01-20
ITAU239,1,2,2018-01-24
ITAU239,1,3,2018-02-03
ITAU239,2,1,2018-02-04
ITAU239,2,2,2018-02-15
ITAU239,2,3,2018-03-01
ITAU239,2,4,2018-03-07
ITAU239,3,1,2018-04-15
ITAU239,3,2,2018-04-08
ITAU239,3,3,2018-04-17
ITAU240,1,1,2018-01-28
ITAU240,2,1,2018-01-18
ITAU240,2,2,2018-01-12
ITAU240,2,3,2018-01-26
ITAU240,2,4,2018-01-20
ITAU240,3,1,2018-03-08
ITAU240,3,2,2018-03-06
ITAU241,1,1,2018-05-11
ITAU241,1,2,2018-05-12
ITAU241,1,3,2018-05-09
ITAU241,2,1,2018-04-02
ITAU241,3,1,2018-04-30
ITAU241,3,2,2018-04-24
ITAU241,4,1,2018-04-27
ITAU241,4,2,2018-04-23
ITAU241,4,3,2018-05-05
ITAU241,5,1,2018-05-03
ITAU241,5,2,2018-05-13
ITAU242,1,1,2018-04-17
ITAU242,1,2,2018-04-26
ITAU242,1,3,2018-04-28
ITAU242,1,4,2018-05-12
ITAU242,2,1,2018-04-04
ITAU243,1,1,2017-12-28
ITAU243,1,2,2018-01-11
ITAU243,1,3,2018-01-14
ITAU243,1,4,2018-01-24
ITAU244,1,1,2018-05-21
ITAU244,2,1,2018-06-01
ITAU244,2,2,2018-06-13
ITAU244,2,3,2018-06-20
ITAU245,1,1,2018-04-12
ITAU245,1,2,2018-04-25
ITAU245,2,1,2018-04-10
ITAU245,2,2,2018-04-20
ITAU245,2,3,2018-05-02
ITAU245,3,1,2018-04-15
ITAU245,3,2,2018-04-17
ITAU245,4,1,2018-04-28
ITAU245,4,2,2018-05-12
ITAU245,4,3,2018-05-07
ITAU245,4,4,2018-05-05
ITAU246,1,1,2019-12-03
ITAU246,1,2,2019-11-29
ITAU246,2,1,2018-04-14
ITAU246,2,2,2018-04-20
ITAU246,2,3,2018-04-21
ITAU246,2,4,2018-05-01
ITAU246,3,1,2018-05-01
ITAU246,3,2,2018-04-29
ITAU246,3,3,2018-05-10
ITAU247,1,1,2019-11-17
ITAU247,1,2,2019-11-20
ITAU247,1,3,2019-11-27
ITAU247,2,1,2018-04-14
ITAU247,2,2,2018-04-11
ITAU247,3,1,2018-05-16
ITAU247,3,2,2018-05-10
ITAU247,3,3,2018-05-23
ITAU248,1,1,2018-01-26
ITAU248,1,2,2018-02-06
ITAU248,1,3,2018-02-16
ITAU249,1,1,2019-11-19
ITAU249,1,2,2019-11-22
ITAU249,1,3,2019-12-01
ITAU249,2,1,2018-04-18
ITAU249,2,2,2018-04-27
ITAU249,3,1,2018-05-13
ITAU250,1,1,2018-03-26
ITAU250,1,2,2018-04-05
ITAU251,1,1,2018-04-25
ITAU251,1,2,2018-04-29
ITAU251,1,3,2018-04-29
ITAU251,1,4,2018-04-28
ITAU252,1,1,2018-05-05
ITAU252,1,2,2018-05-09
ITAU252,1,3,2018-05-11
ITAU252,2,1,2018-05-14
ITAU252,2,2,2018-05-23
ITAU252,3,1,2018-05-12
ITAU252,3,2,2018-05-25
ITAU252,3,3,2018-05-18
ITAU252,3,4,2018-05-14
ITAU252,4,1,2018-05-09
ITAU252,4,2,2018-05-09
ITAU252,4,3,2018-05-22
ITAU252,5,1,2018-04-26
ITAU252,5,2,2018-05-10
ITAU253,1,1,2018-05-05
ITAU253,1,2,2018-05-01
ITAU253,1,3,2018-05-06
ITAU253,2,1,2018-02-23
ITAU253,2,2,2018-02-25
ITAU253,2,3,2018-02-18
ITAU253,3,1,2018-03-04
ITAU253,3,2,2018-03-13
ITAU253,3,3,2018-03-20
ITAU254,1,1,2019-08-25
ITAU254,1,2,2019-08-27
ITAU254,1,3,2019-09-09
ITAU254,1,4,2019-09-08
ITAU254,2,1,2019-09-09
ITAU254,2,2,2019-09-04
ITAU254,2,3,2019-08-31
ITAU254,3,1,2019-09-10
ITAU254,3,2,2019-09-20
ITAU254,4,1,2018-05-28
ITAU254,5,1,2018-08-07
ITAU254,6,1,2019-09-14
ITAU254,6,2,2019-09-20
ITAU254,7,1,2018-08-14
ITAU255,1,1,2018-05-13
ITAU255,1,2,2018-05-08
ITAU255,1,3,2018-05-22
ITAU255,1,4,2018-05-19
ITAU255,2,1,2018-05-22
ITAU255,3,1,2018-05-25
ITAU255,3,2,2018-05-20
ITAU255,3,3,2018-05-15
ITAU256,1,1,2018-04-22
ITAU256,2,1,2018-04-16
ITAU256,2,2,2018-04-11
ITAU256,2,3,2018-04-22
ITAU256,3,1,2018-03-03
ITAU256,3,2,2018-03-09
ITAU257,1,1,2018-02-16
ITAU257,1,2,2018-03-01
ITAU257,1,3,2018-03-06
ITAU257,1,4,2018-03-12
ITAU258,1,1,2018-04-06
ITAU258,1,2,2018-04-11
ITAU258,1,3,2018-04-25
ITAU258,2,1,2018-05-03
ITAU259,1,1,2018-06-21
ITAU259,2,1,2018-08-26
ITAU259,3,1,2018-08-10
ITAU259,4,1,2018-09-09
ITAU259,4,2,2018-09-05
ITAU259,4,3,2018-09-07
ITAU259,5,1,2018-09-12
ITAU259,5,2,2018-09-07
ITAU259,5,3,2018-09-09
ITAU260,1,1,2018-04-03
ITAU260,1,2,2018-04-08
ITAU260,1,3,2018-04-22
ITAU260,1,4,2018-04-15
