Job Code,Activity,Date,PIC,File Link,Description
ITAU335,SPK Sent,2019-01-05,DLP,https://company.sharepoint.com/ITAU335/spk_sent.pdf,Approved
ITAU335,SPK Received,2019-01-09,TSR,https://company.sharepoint.com/ITAU335/spk_received.pdf,Final version uploaded
ITAU335,SPK Signed,2019-01-11,DLP,https://company.sharepoint.com/ITAU335/spk_signed.pdf,Approved
ITAU335,Addendum Sent,2019-03-21,OMW,https://company.sharepoint.com/ITAU335/addendum_sent.pdf,Signed by client
ITAU335,Addendum Received,2019-03-25,DTP,https://company.sharepoint.com/ITAU335/addendum_received.pdf,Signed by client
ITAU335,Addendum Signed,2019-03-28,OMW,https://company.sharepoint.com/ITAU335/addendum_signed.pdf,Internal verification completed
ITAU336,SPK Sent,2018-12-11,DLP,https://company.sharepoint.com/ITAU336/spk_sent.pdf,Final version uploaded
ITAU336,SPK Received,2018-12-17,NFI,https://company.sharepoint.com/ITAU336/spk_received.pdf,Approved
ITAU336,SPK Signed,2018-12-19,IFI,https://company.sharepoint.com/ITAU336/spk_signed.pdf,Document uploaded
ITAU337,SPK Sent,2018-12-19,DTP,https://company.sharepoint.com/ITAU337/spk_sent.pdf,Internal verification completed
ITAU337,SPK Received,2018-12-24,DGS,https://company.sharepoint.com/ITAU337/spk_received.pdf,Internal verification completed
ITAU337,SPK Signed,2018-12-26,NFI,https://company.sharepoint.com/ITAU337/spk_signed.pdf,Approved
ITAU337,Addendum Sent,2019-04-07,DTP,https://company.sharepoint.com/ITAU337/addendum_sent.pdf,Document uploaded
ITAU337,Addendum Received,2019-04-16,NFI,https://company.sharepoint.com/ITAU337/addendum_received.pdf,Final version uploaded
ITAU337,Addendum Signed,2019-04-17,NFI,https://company.sharepoint.com/ITAU337/addendum_signed.pdf,Reviewed by Legal
ITAU338,SPK Sent,2019-04-12,RLM,https://company.sharepoint.com/ITAU338/spk_sent.pdf,Internal verification completed
ITAU338,SPK Received,2019-04-15,AMF,https://company.sharepoint.com/ITAU338/spk_received.pdf,Approved
ITAU338,SPK Signed,2019-04-18,DTP,https://company.sharepoint.com/ITAU338/spk_signed.pdf,Signed by client
ITAU339,SPK Sent,2019-01-14,DTP,https://company.sharepoint.com/ITAU339/spk_sent.pdf,Reviewed by Legal
ITAU339,SPK Received,2019-01-17,IFS,https://company.sharepoint.com/ITAU339/spk_received.pdf,Document uploaded
ITAU339,SPK Signed,2019-01-21,NFI,https://company.sharepoint.com/ITAU339/spk_signed.pdf,Reviewed by Legal
ITAU339,Addendum Sent,2019-05-12,IFS,https://company.sharepoint.com/ITAU339/addendum_sent.pdf,Approved
ITAU339,Addendum Received,2019-05-19,DTP,https://company.sharepoint.com/ITAU339/addendum_received.pdf,Waiting for approval
ITAU339,Addendum Signed,2019-05-20,JQV,https://company.sharepoint.com/ITAU339/addendum_signed.pdf,Document uploaded
ITAU340,SPK Sent,2019-01-15,DGS,https://company.sharepoint.com/ITAU340/spk_sent.pdf,Reviewed by Legal
ITAU340,SPK Received,2019-01-21,OMW,https://company.sharepoint.com/ITAU340/spk_received.pdf,Reviewed by Legal
ITAU340,SPK Signed,2019-01-24,IFI,https://company.sharepoint.com/ITAU340/spk_signed.pdf,Signed by client
ITAU341,SPK Sent,2019-01-13,IFI,https://company.sharepoint.com/ITAU341/spk_sent.pdf,Final version uploaded
ITAU341,SPK Received,2019-01-15,NFI,https://company.sharepoint.com/ITAU341/spk_received.pdf,Final version uploaded
ITAU341,SPK Signed,2019-01-18,IFS,https://company.sharepoint.com/ITAU341/spk_signed.pdf,Waiting for approval
ITAU341,Addendum Sent,2019-03-27,TSR,https://company.sharepoint.com/ITAU341/addendum_sent.pdf,Reviewed by Legal
ITAU341,Addendum Received,2019-04-01,TSR,https://company.sharepoint.com/ITAU341/addendum_received.pdf,Waiting for approval
ITAU341,Addendum Signed,2019-04-05,OMW,https://company.sharepoint.com/ITAU341/addendum_signed.pdf,Document uploaded
ITAU342,SPK Sent,2019-01-11,TLW,https://company.sharepoint.com/ITAU342/spk_sent.pdf,Signed by client
ITAU342,SPK Received,2019-01-18,AMF,https://company.sharepoint.com/ITAU342/spk_received.pdf,Internal verification completed
ITAU342,SPK Signed,2019-01-21,WNA,https://company.sharepoint.com/ITAU342/spk_signed.pdf,Final version uploaded
ITAU343,SPK Sent,2019-01-22,JQV,https://company.sharepoint.com/ITAU343/spk_sent.pdf,Final version uploaded
ITAU343,SPK Received,2019-01-28,NFI,https://company.sharepoint.com/ITAU343/spk_received.pdf,Reviewed by Legal
ITAU343,SPK Signed,2019-01-30,RLM,https://company.sharepoint.com/ITAU343/spk_signed.pdf,Signed by client
ITAU343,Addendum Sent,2019-02-26,JQV,https://company.sharepoint.com/ITAU343/addendum_sent.pdf,Internal verification completed
ITAU343,Addendum Received,2019-03-05,FYA,https://company.sharepoint.com/ITAU343/addendum_received.pdf,Final version uploaded
ITAU343,Addendum Signed,2019-03-06,JQV,https://company.sharepoint.com/ITAU343/addendum_signed.pdf,Internal verification completed
ITAU344,SPK Sent,2019-01-22,DTP,https://company.sharepoint.com/ITAU344/spk_sent.pdf,Internal verification completed
ITAU344,SPK Received,2019-01-25,AMF,https://company.sharepoint.com/ITAU344/spk_received.pdf,Reviewed by Legal
ITAU344,SPK Signed,2019-01-28,IFS,https://company.sharepoint.com/ITAU344/spk_signed.pdf,Final version uploaded
ITAU345,SPK Sent,2019-01-11,FYA,https://company.sharepoint.com/ITAU345/spk_sent.pdf,Document uploaded
ITAU345,SPK Received,2019-01-16,NFI,https://company.sharepoint.com/ITAU345/spk_received.pdf,Final version uploaded
ITAU345,SPK Signed,2019-01-18,IFI,https://company.sharepoint.com/ITAU345/spk_signed.pdf,Final version uploaded
ITAU345A,SPK Sent,2019-01-11,JQV,https://company.sharepoint.com/ITAU345A/spk_sent.pdf,Approved
ITAU345A,SPK Received,2019-01-16,JQV,https://company.sharepoint.com/ITAU345A/spk_received.pdf,Waiting for approval
ITAU345A,SPK Signed,2019-01-18,TLW,https://company.sharepoint.com/ITAU345A/spk_signed.pdf,Approved
ITAU346,SPK Sent,2019-01-09,TLW,https://company.sharepoint.com/ITAU346/spk_sent.pdf,Signed by client
ITAU346,SPK Received,2019-01-16,IFS,https://company.sharepoint.com/ITAU346/spk_received.pdf,Waiting for approval
ITAU346,SPK Signed,2019-01-18,RLM,https://company.sharepoint.com/ITAU346/spk_signed.pdf,Internal verification completed
ITAU347,SPK Sent,2019-01-23,HZR,https://company.sharepoint.com/ITAU347/spk_sent.pdf,Document uploaded
ITAU347,SPK Received,2019-01-28,DGS,https://company.sharepoint.com/ITAU347/spk_received.pdf,Document uploaded
ITAU347,SPK Signed,2019-01-29,IFS,https://company.sharepoint.com/ITAU347/spk_signed.pdf,Document uploaded
ITAU348,SPK Sent,2019-02-03,FYA,https://company.sharepoint.com/ITAU348/spk_sent.pdf,Approved
ITAU348,SPK Received,2019-02-05,OMW,https://company.sharepoint.com/ITAU348/spk_received.pdf,Internal verification completed
ITAU348,SPK Signed,2019-02-08,IFS,https://company.sharepoint.com/ITAU348/spk_signed.pdf,Reviewed by Legal
ITAU349,SPK Sent,2019-01-25,AMF,https://company.sharepoint.com/ITAU349/spk_sent.pdf,Reviewed by Legal
ITAU349,SPK Received,2019-01-29,OMW,https://company.sharepoint.com/ITAU349/spk_received.pdf,Internal verification completed
ITAU349,SPK Signed,2019-01-30,HZR,https://company.sharepoint.com/ITAU349/spk_signed.pdf,Waiting for approval
ITAU350,SPK Sent,2019-02-20,DTP,https://company.sharepoint.com/ITAU350/spk_sent.pdf,Waiting for approval
ITAU350,SPK Received,2019-02-22,RLM,https://company.sharepoint.com/ITAU350/spk_received.pdf,Document uploaded
ITAU350,SPK Signed,2019-02-25,HZR,https://company.sharepoint.com/ITAU350/spk_signed.pdf,Document uploaded
ITAU351,SPK Sent,2019-03-12,HZR,https://company.sharepoint.com/ITAU351/spk_sent.pdf,Approved
ITAU351,SPK Received,2019-03-17,IFI,https://company.sharepoint.com/ITAU351/spk_received.pdf,Document uploaded
ITAU351,SPK Signed,2019-03-19,DLP,https://company.sharepoint.com/ITAU351/spk_signed.pdf,Document uploaded
ITAU351,Addendum Sent,2019-05-09,JQV,https://company.sharepoint.com/ITAU351/addendum_sent.pdf,Reviewed by Legal
ITAU351,Addendum Received,2019-05-13,TLW,https://company.sharepoint.com/ITAU351/addendum_received.pdf,Final version uploaded
ITAU351,Addendum Signed,2019-05-14,HZR,https://company.sharepoint.com/ITAU351/addendum_signed.pdf,Signed by client
ITAU352,SPK Sent,2019-03-18,DLP,https://company.sharepoint.com/ITAU352/spk_sent.pdf,Internal verification completed
ITAU352,SPK Received,2019-03-25,JQV,https://company.sharepoint.com/ITAU352/spk_received.pdf,Reviewed by Legal
ITAU352,SPK Signed,2019-03-28,NFI,https://company.sharepoint.com/ITAU352/spk_signed.pdf,Document uploaded
ITAU352,Addendum Sent,2019-07-16,OMW,https://company.sharepoint.com/ITAU352/addendum_sent.pdf,Internal verification completed
ITAU352,Addendum Received,2019-07-21,OMW,https://company.sharepoint.com/ITAU352/addendum_received.pdf,Document uploaded
ITAU352,Addendum Signed,2019-07-25,DTP,https://company.sharepoint.com/ITAU352/addendum_signed.pdf,Approved
ITAU353,SPK Sent,2019-03-27,DTP,https://company.sharepoint.com/ITAU353/spk_sent.pdf,Signed by client
ITAU353,SPK Received,2019-03-31,HZR,https://company.sharepoint.com/ITAU353/spk_received.pdf,Document uploaded
ITAU353,SPK Signed,2019-04-04,AMF,https://company.sharepoint.com/ITAU353/spk_signed.pdf,Document uploaded
ITAU354,SPK Sent,2019-03-26,NFI,https://company.sharepoint.com/ITAU354/spk_sent.pdf,Final version uploaded
ITAU354,SPK Received,2019-03-30,FYA,https://company.sharepoint.com/ITAU354/spk_received.pdf,Document uploaded
ITAU354,SPK Signed,2019-04-02,AMF,https://company.sharepoint.com/ITAU354/spk_signed.pdf,Waiting for approval
ITAU356,SPK Sent,2019-06-07,RLM,https://company.sharepoint.com/ITAU356/spk_sent.pdf,Document uploaded
ITAU356,SPK Received,2019-06-11,AMF,https://company.sharepoint.com/ITAU356/spk_received.pdf,Document uploaded
ITAU356,SPK Signed,2019-06-13,DGS,https://company.sharepoint.com/ITAU356/spk_signed.pdf,Signed by client
ITAU357,SPK Sent,2019-04-21,JQV,https://company.sharepoint.com/ITAU357/spk_sent.pdf,Final version uploaded
ITAU357,SPK Received,2019-04-25,JQV,https://company.sharepoint.com/ITAU357/spk_received.pdf,Document uploaded
ITAU357,SPK Signed,2019-04-29,FYA,https://company.sharepoint.com/ITAU357/spk_signed.pdf,Waiting for approval
ITAU358,SPK Sent,2019-06-08,TLW,https://company.sharepoint.com/ITAU358/spk_sent.pdf,Signed by client
ITAU358,SPK Received,2019-06-10,IFI,https://company.sharepoint.com/ITAU358/spk_received.pdf,Waiting for approval
ITAU358,SPK Signed,2019-06-13,AMF,https://company.sharepoint.com/ITAU358/spk_signed.pdf,Waiting for approval
ITAU359,SPK Sent,2019-05-07,AMF,https://company.sharepoint.com/ITAU359/spk_sent.pdf,Waiting for approval
ITAU359,SPK Received,2019-05-15,OMW,https://company.sharepoint.com/ITAU359/spk_received.pdf,Reviewed by Legal
ITAU359,SPK Signed,2019-05-17,IFS,https://company.sharepoint.com/ITAU359/spk_signed.pdf,Approved
ITAU360,SPK Sent,2019-05-17,RLM,https://company.sharepoint.com/ITAU360/spk_sent.pdf,Waiting for approval
ITAU360,SPK Received,2019-05-20,IFI,https://company.sharepoint.com/ITAU360/spk_received.pdf,Final version uploaded
ITAU360,SPK Signed,2019-05-24,AMF,https://company.sharepoint.com/ITAU360/spk_signed.pdf,Final version uploaded
ITAU361,SPK Sent,2019-05-20,OMW,https://company.sharepoint.com/ITAU361/spk_sent.pdf,Document uploaded
ITAU361,SPK Received,2019-05-24,IFS,https://company.sharepoint.com/ITAU361/spk_received.pdf,Waiting for approval
ITAU361,SPK Signed,2019-05-28,HZR,https://company.sharepoint.com/ITAU361/spk_signed.pdf,Reviewed by Legal
ITAU362,SPK Sent,2019-05-22,TLW,https://company.sharepoint.com/ITAU362/spk_sent.pdf,Final version uploaded
ITAU362,SPK Received,2019-05-26,WNA,https://company.sharepoint.com/ITAU362/spk_received.pdf,Final version uploaded
ITAU362,SPK Signed,2019-05-29,AMF,https://company.sharepoint.com/ITAU362/spk_signed.pdf,Reviewed by Legal
ITAU363,SPK Sent,2019-06-08,DGS,https://company.sharepoint.com/ITAU363/spk_sent.pdf,Internal verification completed
ITAU363,SPK Received,2019-06-10,IFI,https://company.sharepoint.com/ITAU363/spk_received.pdf,Signed by client
ITAU363,SPK Signed,2019-06-13,TSR,https://company.sharepoint.com/ITAU363/spk_signed.pdf,Signed by client
ITAU364,SPK Sent,2019-06-07,IFS,https://company.sharepoint.com/ITAU364/spk_sent.pdf,Reviewed by Legal
ITAU364,SPK Received,2019-06-15,DGS,https://company.sharepoint.com/ITAU364/spk_received.pdf,Final version uploaded
ITAU364,SPK Signed,2019-06-17,NFI,https://company.sharepoint.com/ITAU364/spk_signed.pdf,Final version uploaded
ITAU365,SPK Sent,2019-05-19,WNA,https://company.sharepoint.com/ITAU365/spk_sent.pdf,Document uploaded
ITAU365,SPK Received,2019-05-25,IFS,https://company.sharepoint.com/ITAU365/spk_received.pdf,Document uploaded
ITAU365,SPK Signed,2019-05-29,FYA,https://company.sharepoint.com/ITAU365/spk_signed.pdf,Signed by client
ITAU365,Addendum Sent,2019-08-15,AMF,https://company.sharepoint.com/ITAU365/addendum_sent.pdf,Reviewed by Legal
ITAU365,Addendum Received,2019-08-19,JQV,https://company.sharepoint.com/ITAU365/addendum_received.pdf,Reviewed by Legal
ITAU365,Addendum Signed,2019-08-20,AMF,https://company.sharepoint.com/ITAU365/addendum_signed.pdf,Internal verification completed
ITAU366,SPK Sent,2019-06-21,WNA,https://company.sharepoint.com/ITAU366/spk_sent.pdf,Internal verification completed
ITAU366,SPK Received,2019-06-24,DGS,https://company.sharepoint.com/ITAU366/spk_received.pdf,Approved
ITAU366,SPK Signed,2019-06-28,NFI,https://company.sharepoint.com/ITAU366/spk_signed.pdf,Signed by client
ITAU366,Addendum Sent,2019-09-04,TSR,https://company.sharepoint.com/ITAU366/addendum_sent.pdf,Internal verification completed
ITAU366,Addendum Received,2019-09-09,OMW,https://company.sharepoint.com/ITAU366/addendum_received.pdf,Internal verification completed
ITAU366,Addendum Signed,2019-09-13,RLM,https://company.sharepoint.com/ITAU366/addendum_signed.pdf,Document uploaded
ITAU367,SPK Sent,2019-07-02,HZR,https://company.sharepoint.com/ITAU367/spk_sent.pdf,Final version uploaded
ITAU367,SPK Received,2019-07-04,WNA,https://company.sharepoint.com/ITAU367/spk_received.pdf,Final version uploaded
ITAU367,SPK Signed,2019-07-08,DLP,https://company.sharepoint.com/ITAU367/spk_signed.pdf,Approved
ITAU367,Addendum Sent,2019-10-28,IFI,https://company.sharepoint.com/ITAU367/addendum_sent.pdf,Document uploaded
ITAU367,Addendum Received,2019-11-02,JQV,https://company.sharepoint.com/ITAU367/addendum_received.pdf,Waiting for approval
ITAU367,Addendum Signed,2019-11-03,NFI,https://company.sharepoint.com/ITAU367/addendum_signed.pdf,Final version uploaded
ITAU368,SPK Sent,2019-06-30,WNA,https://company.sharepoint.com/ITAU368/spk_sent.pdf,Internal verification completed
ITAU368,SPK Received,2019-07-05,DLP,https://company.sharepoint.com/ITAU368/spk_received.pdf,Final version uploaded
ITAU368,SPK Signed,2019-07-08,NFI,https://company.sharepoint.com/ITAU368/spk_signed.pdf,Document uploaded
ITAU369,SPK Sent,2019-07-07,DLP,https://company.sharepoint.com/ITAU369/spk_sent.pdf,Waiting for approval
ITAU369,SPK Received,2019-07-11,TLW,https://company.sharepoint.com/ITAU369/spk_received.pdf,Document uploaded
ITAU369,SPK Signed,2019-07-12,OMW,https://company.sharepoint.com/ITAU369/spk_signed.pdf,Waiting for approval
ITAU369,Addendum Sent,2019-08-31,AMF,https://company.sharepoint.com/ITAU369/addendum_sent.pdf,Approved
ITAU369,Addendum Received,2019-09-05,DTP,https://company.sharepoint.com/ITAU369/addendum_received.pdf,Internal verification completed
ITAU369,Addendum Signed,2019-09-06,IFS,https://company.sharepoint.com/ITAU369/addendum_signed.pdf,Waiting for approval
ITAU370,SPK Sent,2019-07-03,FYA,https://company.sharepoint.com/ITAU370/spk_sent.pdf,Approved
ITAU370,SPK Received,2019-07-06,IFS,https://company.sharepoint.com/ITAU370/spk_received.pdf,Signed by client
ITAU370,SPK Signed,2019-07-10,HZR,https://company.sharepoint.com/ITAU370/spk_signed.pdf,Approved
ITAU371,SPK Sent,2019-07-12,DTP,https://company.sharepoint.com/ITAU371/spk_sent.pdf,Approved
ITAU371,SPK Received,2019-07-21,TSR,https://company.sharepoint.com/ITAU371/spk_received.pdf,Waiting for approval
ITAU371,SPK Signed,2019-07-22,DTP,https://company.sharepoint.com/ITAU371/spk_signed.pdf,Waiting for approval
ITAU372,SPK Sent,2019-07-23,OMW,https://company.sharepoint.com/ITAU372/spk_sent.pdf,Final version uploaded
ITAU372,SPK Received,2019-07-29,WNA,https://company.sharepoint.com/ITAU372/spk_received.pdf,Final version uploaded
ITAU372,SPK Signed,2019-08-02,DLP,https://company.sharepoint.com/ITAU372/spk_signed.pdf,Approved
ITAU373,SPK Sent,2019-06-29,AMF,https://company.sharepoint.com/ITAU373/spk_sent.pdf,Approved
ITAU373,SPK Received,2019-07-06,DTP,https://company.sharepoint.com/ITAU373/spk_received.pdf,Approved
ITAU373,SPK Signed,2019-07-09,DTP,https://company.sharepoint.com/ITAU373/spk_signed.pdf,Approved
ITAU374,SPK Sent,2019-07-27,JQV,https://company.sharepoint.com/ITAU374/spk_sent.pdf,Final version uploaded
ITAU374,SPK Received,2019-07-28,JQV,https://company.sharepoint.com/ITAU374/spk_received.pdf,Internal verification completed
ITAU374,SPK Signed,2019-08-01,HZR,https://company.sharepoint.com/ITAU374/spk_signed.pdf,Document uploaded
ITAU374,Addendum Sent,2019-09-06,TLW,https://company.sharepoint.com/ITAU374/addendum_sent.pdf,Approved
ITAU374,Addendum Received,2019-09-09,JQV,https://company.sharepoint.com/ITAU374/addendum_received.pdf,Waiting for approval
ITAU374,Addendum Signed,2019-09-11,NFI,https://company.sharepoint.com/ITAU374/addendum_signed.pdf,Signed by client
ITAU375,SPK Sent,2019-07-22,WNA,https://company.sharepoint.com/ITAU375/spk_sent.pdf,Final version uploaded
ITAU375,SPK Received,2019-07-29,JQV,https://company.sharepoint.com/ITAU375/spk_received.pdf,Final version uploaded
ITAU375,SPK Signed,2019-07-30,TLW,https://company.sharepoint.com/ITAU375/spk_signed.pdf,Reviewed by Legal
ITAU376,SPK Sent,2019-08-10,HZR,https://company.sharepoint.com/ITAU376/spk_sent.pdf,Signed by client
ITAU376,SPK Received,2019-08-15,TLW,https://company.sharepoint.com/ITAU376/spk_received.pdf,Document uploaded
ITAU376,SPK Signed,2019-08-19,WNA,https://company.sharepoint.com/ITAU376/spk_signed.pdf,Reviewed by Legal
ITAU376,Addendum Sent,2019-12-08,TLW,https://company.sharepoint.com/ITAU376/addendum_sent.pdf,Waiting for approval
ITAU376,Addendum Received,2019-12-13,JQV,https://company.sharepoint.com/ITAU376/addendum_received.pdf,Signed by client
ITAU376,Addendum Signed,2019-12-14,OMW,https://company.sharepoint.com/ITAU376/addendum_signed.pdf,Final version uploaded
ITAU377,SPK Sent,2019-08-06,IFI,https://company.sharepoint.com/ITAU377/spk_sent.pdf,Approved
ITAU377,SPK Received,2019-08-14,FYA,https://company.sharepoint.com/ITAU377/spk_received.pdf,Final version uploaded
ITAU377,SPK Signed,2019-08-15,IFI,https://company.sharepoint.com/ITAU377/spk_signed.pdf,Document uploaded
ITAU377,Addendum Sent,2019-09-19,FYA,https://company.sharepoint.com/ITAU377/addendum_sent.pdf,Signed by client
ITAU377,Addendum Received,2019-09-25,TSR,https://company.sharepoint.com/ITAU377/addendum_received.pdf,Approved
ITAU377,Addendum Signed,2019-09-29,DLP,https://company.sharepoint.com/ITAU377/addendum_signed.pdf,Internal verification completed
ITAU378,SPK Sent,2019-08-13,OMW,https://company.sharepoint.com/ITAU378/spk_sent.pdf,Final version uploaded
ITAU378,SPK Received,2019-08-18,JQV,https://company.sharepoint.com/ITAU378/spk_received.pdf,Final version uploaded
ITAU378,SPK Signed,2019-08-19,AMF,https://company.sharepoint.com/ITAU378/spk_signed.pdf,Reviewed by Legal
ITAU378,Addendum Sent,2019-11-13,RLM,https://company.sharepoint.com/ITAU378/addendum_sent.pdf,Approved
ITAU378,Addendum Received,2019-11-18,DTP,https://company.sharepoint.com/ITAU378/addendum_received.pdf,Waiting for approval
ITAU378,Addendum Signed,2019-11-19,IFI,https://company.sharepoint.com/ITAU378/addendum_signed.pdf,Reviewed by Legal
ITAU379,SPK Sent,2019-08-07,DLP,https://company.sharepoint.com/ITAU379/spk_sent.pdf,Reviewed by Legal
ITAU379,SPK Received,2019-08-10,IFI,https://company.sharepoint.com/ITAU379/spk_received.pdf,Reviewed by Legal
ITAU379,SPK Signed,2019-08-14,JQV,https://company.sharepoint.com/ITAU379/spk_signed.pdf,Signed by client
ITAU379,Addendum Sent,2019-10-29,IFS,https://company.sharepoint.com/ITAU379/addendum_sent.pdf,Document uploaded
ITAU379,Addendum Received,2019-11-07,TLW,https://company.sharepoint.com/ITAU379/addendum_received.pdf,Approved
ITAU379,Addendum Signed,2019-11-08,TSR,https://company.sharepoint.com/ITAU379/addendum_signed.pdf,Final version uploaded
ITAU380,SPK Sent,2019-08-09,AMF,https://company.sharepoint.com/ITAU380/spk_sent.pdf,Signed by client
ITAU380,SPK Received,2019-08-15,DLP,https://company.sharepoint.com/ITAU380/spk_received.pdf,Approved
ITAU380,SPK Signed,2019-08-19,TLW,https://company.sharepoint.com/ITAU380/spk_signed.pdf,Document uploaded
ITAU380,Addendum Sent,2019-11-14,FYA,https://company.sharepoint.com/ITAU380/addendum_sent.pdf,Approved
ITAU380,Addendum Received,2019-11-21,WNA,https://company.sharepoint.com/ITAU380/addendum_received.pdf,Internal verification completed
ITAU380,Addendum Signed,2019-11-24,OMW,https://company.sharepoint.com/ITAU380/addendum_signed.pdf,Document uploaded
ITAU381,SPK Sent,2019-08-14,OMW,https://company.sharepoint.com/ITAU381/spk_sent.pdf,Signed by client
ITAU381,SPK Received,2019-08-18,HZR,https://company.sharepoint.com/ITAU381/spk_received.pdf,Reviewed by Legal
ITAU381,SPK Signed,2019-08-19,HZR,https://company.sharepoint.com/ITAU381/spk_signed.pdf,Reviewed by Legal
ITAU381,Addendum Sent,2019-12-05,DLP,https://company.sharepoint.com/ITAU381/addendum_sent.pdf,Document uploaded
ITAU381,Addendum Received,2019-12-08,IFI,https://company.sharepoint.com/ITAU381/addendum_received.pdf,Document uploaded
ITAU381,Addendum Signed,2019-12-12,IFS,https://company.sharepoint.com/ITAU381/addendum_signed.pdf,Reviewed by Legal
ITAU382,SPK Sent,2019-08-23,WNA,https://company.sharepoint.com/ITAU382/spk_sent.pdf,Waiting for approval
ITAU382,SPK Received,2019-08-31,WNA,https://company.sharepoint.com/ITAU382/spk_received.pdf,Waiting for approval
ITAU382,SPK Signed,2019-09-02,TLW,https://company.sharepoint.com/ITAU382/spk_signed.pdf,Document uploaded
ITAU383,SPK Sent,2019-08-19,DLP,https://company.sharepoint.com/ITAU383/spk_sent.pdf,Signed by client
ITAU383,SPK Received,2019-08-27,DTP,https://company.sharepoint.com/ITAU383/spk_received.pdf,Reviewed by Legal
ITAU383,SPK Signed,2019-08-29,NFI,https://company.sharepoint.com/ITAU383/spk_signed.pdf,Reviewed by Legal
ITAU384,SPK Sent,2019-09-03,OMW,https://company.sharepoint.com/ITAU384/spk_sent.pdf,Document uploaded
ITAU384,SPK Received,2019-09-08,TSR,https://company.sharepoint.com/ITAU384/spk_received.pdf,Document uploaded
ITAU384,SPK Signed,2019-09-10,WNA,https://company.sharepoint.com/ITAU384/spk_signed.pdf,Final version uploaded
ITAU385,SPK Sent,2019-08-30,FYA,https://company.sharepoint.com/ITAU385/spk_sent.pdf,Signed by client
ITAU385,SPK Received,2019-09-03,WNA,https://company.sharepoint.com/ITAU385/spk_received.pdf,Document uploaded
ITAU385,SPK Signed,2019-09-04,FYA,https://company.sharepoint.com/ITAU385/spk_signed.pdf,Final version uploaded
ITAU386,SPK Sent,2019-09-06,DGS,https://company.sharepoint.com/ITAU386/spk_sent.pdf,Approved
ITAU386,SPK Received,2019-09-09,RLM,https://company.sharepoint.com/ITAU386/spk_received.pdf,Reviewed by Legal
ITAU386,SPK Signed,2019-09-12,NFI,https://company.sharepoint.com/ITAU386/spk_signed.pdf,Internal verification completed
ITAU387,SPK Sent,2019-09-01,DLP,https://company.sharepoint.com/ITAU387/spk_sent.pdf,Reviewed by Legal
ITAU387,SPK Received,2019-09-05,OMW,https://company.sharepoint.com/ITAU387/spk_received.pdf,Signed by client
ITAU387,SPK Signed,2019-09-09,AMF,https://company.sharepoint.com/ITAU387/spk_signed.pdf,Internal verification completed
ITAU388,SPK Sent,2019-09-04,DGS,https://company.sharepoint.com/ITAU388/spk_sent.pdf,Final version uploaded
ITAU388,SPK Received,2019-09-12,DLP,https://company.sharepoint.com/ITAU388/spk_received.pdf,Approved
ITAU388,SPK Signed,2019-09-13,WNA,https://company.sharepoint.com/ITAU388/spk_signed.pdf,Document uploaded
ITAU388,Addendum Sent,2019-10-20,IFS,https://company.sharepoint.com/ITAU388/addendum_sent.pdf,Reviewed by Legal
ITAU388,Addendum Received,2019-10-27,NFI,https://company.sharepoint.com/ITAU388/addendum_received.pdf,Internal verification completed
ITAU388,Addendum Signed,2019-10-29,RLM,https://company.sharepoint.com/ITAU388/addendum_signed.pdf,Approved
ITAU389,SPK Sent,2019-08-23,DGS,https://company.sharepoint.com/ITAU389/spk_sent.pdf,Waiting for approval
ITAU389,SPK Received,2019-08-30,OMW,https://company.sharepoint.com/ITAU389/spk_received.pdf,Document uploaded
ITAU389,SPK Signed,2019-09-02,RLM,https://company.sharepoint.com/ITAU389/spk_signed.pdf,Approved
ITAU390,SPK Sent,2019-08-30,DTP,https://company.sharepoint.com/ITAU390/spk_sent.pdf,Reviewed by Legal
ITAU390,SPK Received,2019-09-01,AMF,https://company.sharepoint.com/ITAU390/spk_received.pdf,Internal verification completed
ITAU390,SPK Signed,2019-09-04,HZR,https://company.sharepoint.com/ITAU390/spk_signed.pdf,Waiting for approval
ITAU391,SPK Sent,2019-10-08,DGS,https://company.sharepoint.com/ITAU391/spk_sent.pdf,Reviewed by Legal
ITAU391,SPK Received,2019-10-12,JQV,https://company.sharepoint.com/ITAU391/spk_received.pdf,Reviewed by Legal
ITAU391,SPK Signed,2019-10-16,TLW,https://company.sharepoint.com/ITAU391/spk_signed.pdf,Signed by client
ITAU392,SPK Sent,2019-10-13,RLM,https://company.sharepoint.com/ITAU392/spk_sent.pdf,Internal verification completed
ITAU392,SPK Received,2019-10-18,IFI,https://company.sharepoint.com/ITAU392/spk_received.pdf,Reviewed by Legal
ITAU392,SPK Signed,2019-10-22,IFS,https://company.sharepoint.com/ITAU392/spk_signed.pdf,Signed by client
ITAU393,SPK Sent,2019-10-14,OMW,https://company.sharepoint.com/ITAU393/spk_sent.pdf,Signed by client
ITAU393,SPK Received,2019-10-17,DTP,https://company.sharepoint.com/ITAU393/spk_received.pdf,Approved
ITAU393,SPK Signed,2019-10-21,DLP,https://company.sharepoint.com/ITAU393/spk_signed.pdf,Signed by client
ITAU394,SPK Sent,2019-09-28,DTP,https://company.sharepoint.com/ITAU394/spk_sent.pdf,Waiting for approval
ITAU394,SPK Received,2019-10-01,FYA,https://company.sharepoint.com/ITAU394/spk_received.pdf,Approved
