Job Code,Term,Activity,Date,PIC,File Link,Description
ITAD048,1,BAST Received,2026-04-13,DLP,https://company.sharepoint.com/ITAD048/bast_received.pdf,Document submitted to client
ITAD048,2,BAST Sent,2026-06-30,DTP,https://company.sharepoint.com/ITAD048/bast_sent.pdf,Document archived
ITAD048,2,BAST Received,2026-07-03,DLP,https://company.sharepoint.com/ITAD048/bast_received.pdf,Verified by PMO
ITAD048,3,BAST Sent,2026-10-17,WNA,https://company.sharepoint.com/ITAD048/bast_sent.pdf,Final BAST uploaded
ITAD048,3,BAST Received,2026-10-22,DLP,https://company.sharepoint.com/ITAD048/bast_received.pdf,Client acknowledged receipt
ITAD048,4,BAST Sent,2027-02-20,HZR,https://company.sharepoint.com/ITAD048/bast_sent.pdf,Document archived
ITAD048,4,BAST Received,2027-02-25,DLP,https://company.sharepoint.com/ITAD048/bast_received.pdf,Final BAST uploaded
ITAD048,5,BAST Sent,2027-04-18,IFS,https://company.sharepoint.com/ITAD048/bast_sent.pdf,Document archived
ITAD048,5,BAST Received,2027-04-20,DLP,https://company.sharepoint.com/ITAD048/bast_received.pdf,Client acknowledged receipt
ITAD049,1,BAST Sent,2026-05-09,TLW,https://company.sharepoint.com/ITAD049/bast_sent.pdf,Client acknowledged receipt
ITAD049,1,BAST Received,2026-05-12,DLP,https://company.sharepoint.com/ITAD049/bast_received.pdf,Final BAST uploaded
ITAD049,2,BAST Sent,2026-07-26,DGS,https://company.sharepoint.com/ITAD049/bast_sent.pdf,Verified by PMO
ITAD049,2,BAST Received,2026-07-30,DLP,https://company.sharepoint.com/ITAD049/bast_received.pdf,Document archived
ITAD049,3,BAST Sent,2026-10-12,NFI,https://company.sharepoint.com/ITAD049/bast_sent.pdf,Client acknowledged receipt
ITAD049,3,BAST Received,2026-10-14,DLP,https://company.sharepoint.com/ITAD049/bast_received.pdf,Final BAST uploaded
ITAD050,1,BAST Sent,2026-05-11,HZR,https://company.sharepoint.com/ITAD050/bast_sent.pdf,Client acknowledged receipt
ITAD050,1,BAST Received,2026-05-15,DLP,https://company.sharepoint.com/ITAD050/bast_received.pdf,Final BAST uploaded
ITAD050,2,BAST Sent,2026-08-27,AMF,https://company.sharepoint.com/ITAD050/bast_sent.pdf,Document submitted to client
ITAD050,2,BAST Received,2026-09-02,DLP,https://company.sharepoint.com/ITAD050/bast_received.pdf,Verified by PMO
ITAD051,1,BAST Sent,2026-05-12,JQV,https://company.sharepoint.com/ITAD051/bast_sent.pdf,Document archived
ITAD051,1,BAST Received,2026-05-18,DLP,https://company.sharepoint.com/ITAD051/bast_received.pdf,Client acknowledged receipt
ITAD051,2,BAST Sent,2026-07-22,JQV,https://company.sharepoint.com/ITAD051/bast_sent.pdf,Final BAST uploaded
ITAD051,2,BAST Received,2026-07-24,DLP,https://company.sharepoint.com/ITAD051/bast_received.pdf,Client acknowledged receipt
ITAD051,3,BAST Sent,2026-11-16,HZR,https://company.sharepoint.com/ITAD051/bast_sent.pdf,Document submitted to client
ITAD051,3,BAST Received,2026-11-23,DLP,https://company.sharepoint.com/ITAD051/bast_received.pdf,Document archived
ITAD051,4,BAST Sent,2027-02-01,DGS,https://company.sharepoint.com/ITAD051/bast_sent.pdf,Final BAST uploaded
ITAD051,4,BAST Received,2027-02-03,DLP,https://company.sharepoint.com/ITAD051/bast_received.pdf,Final BAST uploaded
ITAD051,5,BAST Sent,2027-02-09,TLW,https://company.sharepoint.com/ITAD051/bast_sent.pdf,Document archived
ITAD051,5,BAST Received,2027-02-15,DLP,https://company.sharepoint.com/ITAD051/bast_received.pdf,Client acknowledged receipt
ITAD052,1,BAST Sent,2026-05-13,OMW,https://company.sharepoint.com/ITAD052/bast_sent.pdf,Client acknowledged receipt
ITAD052,1,BAST Received,2026-05-19,DLP,https://company.sharepoint.com/ITAD052/bast_received.pdf,Client acknowledged receipt
ITAD052,2,BAST Sent,2026-07-17,OMW,https://company.sharepoint.com/ITAD052/bast_sent.pdf,Client acknowledged receipt
ITAD052,2,BAST Received,2026-07-24,DLP,https://company.sharepoint.com/ITAD052/bast_received.pdf,BAST document created
ITAD052,3,BAST Sent,2026-11-29,WNA,https://company.sharepoint.com/ITAD052/bast_sent.pdf,Verified by PMO
ITAD052,3,BAST Received,2026-12-04,DLP,https://company.sharepoint.com/ITAD052/bast_received.pdf,Document archived
ITAD053,1,BAST Sent,2026-05-02,IFS,https://company.sharepoint.com/ITAD053/bast_sent.pdf,Document submitted to client
ITAD053,1,BAST Received,2026-05-04,DLP,https://company.sharepoint.com/ITAD053/bast_received.pdf,Client acknowledged receipt
ITAD053,2,BAST Sent,2026-08-25,DTP,https://company.sharepoint.com/ITAD053/bast_sent.pdf,BAST document created
ITAD053,2,BAST Received,2026-08-28,DLP,https://company.sharepoint.com/ITAD053/bast_received.pdf,Document archived
ITAD054,1,BAST Sent,2026-05-09,RLM,https://company.sharepoint.com/ITAD054/bast_sent.pdf,Final BAST uploaded
ITAD054,1,BAST Received,2026-05-11,DLP,https://company.sharepoint.com/ITAD054/bast_received.pdf,Client acknowledged receipt
ITAD054,2,BAST Sent,2026-08-20,AMF,https://company.sharepoint.com/ITAD054/bast_sent.pdf,Document submitted to client
ITAD054,2,BAST Received,2026-08-27,DLP,https://company.sharepoint.com/ITAD054/bast_received.pdf,Document submitted to client
ITAD055,1,BAST Sent,2026-05-20,FYA,https://company.sharepoint.com/ITAD055/bast_sent.pdf,Verified by PMO
ITAD055,1,BAST Received,2026-05-26,DLP,https://company.sharepoint.com/ITAD055/bast_received.pdf,Final BAST uploaded
ITAD055,2,BAST Sent,2026-08-03,IFS,https://company.sharepoint.com/ITAD055/bast_sent.pdf,Document submitted to client
ITAD055,2,BAST Received,2026-08-10,DLP,https://company.sharepoint.com/ITAD055/bast_received.pdf,Document archived
ITAD055,3,BAST Sent,2026-11-08,DTP,https://company.sharepoint.com/ITAD055/bast_sent.pdf,Verified by PMO
ITAD055,3,BAST Received,2026-11-14,DLP,https://company.sharepoint.com/ITAD055/bast_received.pdf,Final BAST uploaded
ITAD056,1,BAST Sent,2026-05-20,AMF,https://company.sharepoint.com/ITAD056/bast_sent.pdf,Final BAST uploaded
ITAD056,1,BAST Received,2026-05-25,DLP,https://company.sharepoint.com/ITAD056/bast_received.pdf,BAST document created
ITAD056,2,BAST Sent,2026-07-30,DTP,https://company.sharepoint.com/ITAD056/bast_sent.pdf,Client acknowledged receipt
ITAD056,2,BAST Received,2026-08-05,DLP,https://company.sharepoint.com/ITAD056/bast_received.pdf,BAST document created
ITAD056,3,BAST Sent,2026-12-25,HZR,https://company.sharepoint.com/ITAD056/bast_sent.pdf,Client acknowledged receipt
ITAD056,3,BAST Received,2026-12-28,DLP,https://company.sharepoint.com/ITAD056/bast_received.pdf,Verified by PMO
ITAD056,4,BAST Sent,2026-11-13,DGS,https://company.sharepoint.com/ITAD056/bast_sent.pdf,Document submitted to client
ITAD056,4,BAST Received,2026-11-17,DLP,https://company.sharepoint.com/ITAD056/bast_received.pdf,Document archived
ITAD056,5,BAST Sent,2027-07-21,RLM,https://company.sharepoint.com/ITAD056/bast_sent.pdf,Verified by PMO
ITAD056,5,BAST Received,2027-07-25,DLP,https://company.sharepoint.com/ITAD056/bast_received.pdf,Document archived
ITAD057,1,BAST Sent,2026-06-05,HZR,https://company.sharepoint.com/ITAD057/bast_sent.pdf,Client acknowledged receipt
ITAD057,1,BAST Received,2026-06-07,DLP,https://company.sharepoint.com/ITAD057/bast_received.pdf,Client acknowledged receipt
ITAD057,2,BAST Sent,2026-08-17,HZR,https://company.sharepoint.com/ITAD057/bast_sent.pdf,BAST document created
ITAD057,2,BAST Received,2026-08-22,DLP,https://company.sharepoint.com/ITAD057/bast_received.pdf,Client acknowledged receipt
ITAD057,3,BAST Sent,2026-11-04,HZR,https://company.sharepoint.com/ITAD057/bast_sent.pdf,Document archived
ITAD057,3,BAST Received,2026-11-07,DLP,https://company.sharepoint.com/ITAD057/bast_received.pdf,BAST document created
ITAD057,4,BAST Sent,2027-03-28,DGS,https://company.sharepoint.com/ITAD057/bast_sent.pdf,Client acknowledged receipt
ITAD057,4,BAST Received,2027-04-02,DLP,https://company.sharepoint.com/ITAD057/bast_received.pdf,Final BAST uploaded
ITAD058,1,BAST Sent,2026-06-03,IFI,https://company.sharepoint.com/ITAD058/bast_sent.pdf,BAST document created
ITAD058,1,BAST Received,2026-06-08,DLP,https://company.sharepoint.com/ITAD058/bast_received.pdf,Final BAST uploaded
ITAD058,2,BAST Sent,2026-08-24,HZR,https://company.sharepoint.com/ITAD058/bast_sent.pdf,Final BAST uploaded
ITAD058,2,BAST Received,2026-08-29,DLP,https://company.sharepoint.com/ITAD058/bast_received.pdf,Client acknowledged receipt
ITAD058,3,BAST Sent,2026-12-25,DLP,https://company.sharepoint.com/ITAD058/bast_sent.pdf,Verified by PMO
ITAD058,3,BAST Received,2026-12-27,DLP,https://company.sharepoint.com/ITAD058/bast_received.pdf,Final BAST uploaded
ITAD058,4,BAST Sent,2027-01-02,OMW,https://company.sharepoint.com/ITAD058/bast_sent.pdf,Document archived
ITAD058,4,BAST Received,2027-01-06,DLP,https://company.sharepoint.com/ITAD058/bast_received.pdf,Final BAST uploaded
ITAD059,1,BAST Sent,2026-06-08,JQV,https://company.sharepoint.com/ITAD059/bast_sent.pdf,BAST document created
ITAD059,1,BAST Received,2026-06-12,DLP,https://company.sharepoint.com/ITAD059/bast_received.pdf,Document submitted to client
ITAD059,2,BAST Sent,2026-08-09,JQV,https://company.sharepoint.com/ITAD059/bast_sent.pdf,Final BAST uploaded
ITAD059,2,BAST Received,2026-08-13,DLP,https://company.sharepoint.com/ITAD059/bast_received.pdf,Final BAST uploaded
ITAU011,1,BAST Sent,2014-06-22,AMF,https://company.sharepoint.com/ITAU011/bast_sent.pdf,Document archived
ITAU011,1,BAST Received,2014-06-24,DLP,https://company.sharepoint.com/ITAU011/bast_received.pdf,Document archived
ITAU011,2,BAST Sent,2014-09-13,IFI,https://company.sharepoint.com/ITAU011/bast_sent.pdf,BAST document created
ITAU011,2,BAST Received,2014-09-19,DLP,https://company.sharepoint.com/ITAU011/bast_received.pdf,Document submitted to client
ITAU012,1,BAST Sent,2011-08-17,NFI,https://company.sharepoint.com/ITAU012/bast_sent.pdf,Verified by PMO
ITAU012,1,BAST Received,2011-08-21,DLP,https://company.sharepoint.com/ITAU012/bast_received.pdf,Client acknowledged receipt
ITAU012,2,BAST Sent,2011-11-11,WNA,https://company.sharepoint.com/ITAU012/bast_sent.pdf,Client acknowledged receipt
ITAU012,2,BAST Received,2011-11-18,DLP,https://company.sharepoint.com/ITAU012/bast_received.pdf,Client acknowledged receipt
ITAU012,3,BAST Sent,2012-03-18,TLW,https://company.sharepoint.com/ITAU012/bast_sent.pdf,Verified by PMO
ITAU012,3,BAST Received,2012-03-20,DLP,https://company.sharepoint.com/ITAU012/bast_received.pdf,Verified by PMO
ITAU012,4,BAST Sent,2012-07-03,DGS,https://company.sharepoint.com/ITAU012/bast_sent.pdf,Client acknowledged receipt
ITAU012,4,BAST Received,2012-07-08,DLP,https://company.sharepoint.com/ITAU012/bast_received.pdf,BAST document created
ITAU014,1,BAST Sent,2011-08-23,IFS,https://company.sharepoint.com/ITAU014/bast_sent.pdf,Verified by PMO
ITAU014,1,BAST Received,2011-08-25,DLP,https://company.sharepoint.com/ITAU014/bast_received.pdf,BAST document created
ITAU014,2,BAST Sent,2011-11-18,TSR,https://company.sharepoint.com/ITAU014/bast_sent.pdf,BAST document created
ITAU014,2,BAST Received,2011-11-22,DLP,https://company.sharepoint.com/ITAU014/bast_received.pdf,Document submitted to client
ITAU014,3,BAST Sent,2012-03-03,FYA,https://company.sharepoint.com/ITAU014/bast_sent.pdf,Client acknowledged receipt
ITAU014,3,BAST Received,2012-03-10,DLP,https://company.sharepoint.com/ITAU014/bast_received.pdf,BAST document created
ITAU014,4,BAST Sent,2012-07-13,RLM,https://company.sharepoint.com/ITAU014/bast_sent.pdf,Document submitted to client
ITAU014,4,BAST Received,2012-07-19,DLP,https://company.sharepoint.com/ITAU014/bast_received.pdf,Client acknowledged receipt
ITAU014,5,BAST Sent,2012-06-11,OMW,https://company.sharepoint.com/ITAU014/bast_sent.pdf,Client acknowledged receipt
ITAU014,5,BAST Received,2012-06-13,DLP,https://company.sharepoint.com/ITAU014/bast_received.pdf,Verified by PMO
ITAU031,1,BAST Sent,2012-10-30,RLM,https://company.sharepoint.com/ITAU031/bast_sent.pdf,Document submitted to client
ITAU031,1,BAST Received,2012-11-06,DLP,https://company.sharepoint.com/ITAU031/bast_received.pdf,Verified by PMO
ITAU031,2,BAST Sent,2013-02-18,AMF,https://company.sharepoint.com/ITAU031/bast_sent.pdf,Verified by PMO
ITAU031,2,BAST Received,2013-02-22,DLP,https://company.sharepoint.com/ITAU031/bast_received.pdf,Document archived
ITAU031,3,BAST Sent,2013-04-01,OMW,https://company.sharepoint.com/ITAU031/bast_sent.pdf,Client acknowledged receipt
ITAU031,3,BAST Received,2013-04-06,DLP,https://company.sharepoint.com/ITAU031/bast_received.pdf,Document archived
ITAU031,4,BAST Sent,2013-09-19,HZR,https://company.sharepoint.com/ITAU031/bast_sent.pdf,BAST document created
ITAU031,4,BAST Received,2013-09-25,DLP,https://company.sharepoint.com/ITAU031/bast_received.pdf,Document archived
ITAU031,5,BAST Sent,2013-06-28,FYA,https://company.sharepoint.com/ITAU031/bast_sent.pdf,Final BAST uploaded
ITAU031,5,BAST Received,2013-07-02,DLP,https://company.sharepoint.com/ITAU031/bast_received.pdf,Verified by PMO
ITAU032,1,BAST Sent,2013-03-05,DGS,https://company.sharepoint.com/ITAU032/bast_sent.pdf,Client acknowledged receipt
ITAU032,1,BAST Received,2013-03-12,DLP,https://company.sharepoint.com/ITAU032/bast_received.pdf,Document submitted to client
ITAU032,2,BAST Sent,2013-06-25,TLW,https://company.sharepoint.com/ITAU032/bast_sent.pdf,Final BAST uploaded
ITAU032,2,BAST Received,2013-07-01,DLP,https://company.sharepoint.com/ITAU032/bast_received.pdf,Document archived
ITAU032,3,BAST Sent,2013-07-17,RLM,https://company.sharepoint.com/ITAU032/bast_sent.pdf,Verified by PMO
ITAU032,3,BAST Received,2013-07-22,DLP,https://company.sharepoint.com/ITAU032/bast_received.pdf,Document submitted to client
ITAU033,1,BAST Sent,2013-05-09,FYA,https://company.sharepoint.com/ITAU033/bast_sent.pdf,Verified by PMO
ITAU033,1,BAST Received,2013-05-15,DLP,https://company.sharepoint.com/ITAU033/bast_received.pdf,BAST document created
ITAU033,2,BAST Sent,2013-08-14,NFI,https://company.sharepoint.com/ITAU033/bast_sent.pdf,Client acknowledged receipt
ITAU033,2,BAST Received,2013-08-21,DLP,https://company.sharepoint.com/ITAU033/bast_received.pdf,BAST document created
ITAU034,1,BAST Sent,2013-05-21,TLW,https://company.sharepoint.com/ITAU034/bast_sent.pdf,Document archived
ITAU034,1,BAST Received,2013-05-27,DLP,https://company.sharepoint.com/ITAU034/bast_received.pdf,BAST document created
ITAU034,2,BAST Sent,2013-07-28,DLP,https://company.sharepoint.com/ITAU034/bast_sent.pdf,BAST document created
ITAU034,2,BAST Received,2013-07-30,DLP,https://company.sharepoint.com/ITAU034/bast_received.pdf,Client acknowledged receipt
ITAU034,3,BAST Sent,2013-12-08,TLW,https://company.sharepoint.com/ITAU034/bast_sent.pdf,Document submitted to client
ITAU034,3,BAST Received,2013-12-13,DLP,https://company.sharepoint.com/ITAU034/bast_received.pdf,Client acknowledged receipt
ITAU035,1,BAST Sent,2013-06-19,DLP,https://company.sharepoint.com/ITAU035/bast_sent.pdf,Final BAST uploaded
ITAU035,1,BAST Received,2013-06-26,DLP,https://company.sharepoint.com/ITAU035/bast_received.pdf,Client acknowledged receipt
ITAU035,2,BAST Sent,2013-10-06,IFI,https://company.sharepoint.com/ITAU035/bast_sent.pdf,Document submitted to client
ITAU035,2,BAST Received,2013-10-11,DLP,https://company.sharepoint.com/ITAU035/bast_received.pdf,Client acknowledged receipt
ITAU035,3,BAST Sent,2014-02-16,WNA,https://company.sharepoint.com/ITAU035/bast_sent.pdf,Client acknowledged receipt
ITAU035,3,BAST Received,2014-02-21,DLP,https://company.sharepoint.com/ITAU035/bast_received.pdf,Document archived
ITAU035,4,BAST Sent,2014-01-31,TSR,https://company.sharepoint.com/ITAU035/bast_sent.pdf,Client acknowledged receipt
ITAU035,4,BAST Received,2014-02-03,DLP,https://company.sharepoint.com/ITAU035/bast_received.pdf,Final BAST uploaded
ITAU035,5,BAST Sent,2014-08-24,FYA,https://company.sharepoint.com/ITAU035/bast_sent.pdf,BAST document created
ITAU035,5,BAST Received,2014-08-29,DLP,https://company.sharepoint.com/ITAU035/bast_received.pdf,Document archived
ITAU036,1,BAST Sent,2013-06-30,TLW,https://company.sharepoint.com/ITAU036/bast_sent.pdf,Document submitted to client
ITAU036,1,BAST Received,2013-07-04,DLP,https://company.sharepoint.com/ITAU036/bast_received.pdf,Verified by PMO
ITAU036,2,BAST Sent,2013-10-05,NFI,https://company.sharepoint.com/ITAU036/bast_sent.pdf,Document submitted to client
ITAU036,2,BAST Received,2013-10-08,DLP,https://company.sharepoint.com/ITAU036/bast_received.pdf,Verified by PMO
ITAU036,3,BAST Sent,2013-12-08,WNA,https://company.sharepoint.com/ITAU036/bast_sent.pdf,BAST document created
ITAU036,3,BAST Received,2013-12-12,DLP,https://company.sharepoint.com/ITAU036/bast_received.pdf,Final BAST uploaded
ITAU036,4,BAST Sent,2014-05-16,TLW,https://company.sharepoint.com/ITAU036/bast_sent.pdf,Final BAST uploaded
ITAU036,4,BAST Received,2014-05-20,DLP,https://company.sharepoint.com/ITAU036/bast_received.pdf,Verified by PMO
ITAU036,5,BAST Sent,2014-05-09,HZR,https://company.sharepoint.com/ITAU036/bast_sent.pdf,Verified by PMO
ITAU036,5,BAST Received,2014-05-13,DLP,https://company.sharepoint.com/ITAU036/bast_received.pdf,BAST document created
ITAU037,1,BAST Sent,2013-06-13,RLM,https://company.sharepoint.com/ITAU037/bast_sent.pdf,Verified by PMO
ITAU037,1,BAST Received,2013-06-16,DLP,https://company.sharepoint.com/ITAU037/bast_received.pdf,Client acknowledged receipt
ITAU037,2,BAST Sent,2013-10-01,RLM,https://company.sharepoint.com/ITAU037/bast_sent.pdf,Document submitted to client
ITAU037,2,BAST Received,2013-10-03,DLP,https://company.sharepoint.com/ITAU037/bast_received.pdf,Document archived
ITAU037,3,BAST Sent,2013-11-03,JQV,https://company.sharepoint.com/ITAU037/bast_sent.pdf,Final BAST uploaded
ITAU037,3,BAST Received,2013-11-06,DLP,https://company.sharepoint.com/ITAU037/bast_received.pdf,Final BAST uploaded
ITAU037,4,BAST Sent,2014-05-19,TLW,https://company.sharepoint.com/ITAU037/bast_sent.pdf,BAST document created
ITAU037,4,BAST Received,2014-05-23,DLP,https://company.sharepoint.com/ITAU037/bast_received.pdf,Client acknowledged receipt
ITAU038,1,BAST Sent,2013-12-29,OMW,https://company.sharepoint.com/ITAU038/bast_sent.pdf,Verified by PMO
ITAU038,1,BAST Received,2014-01-02,DLP,https://company.sharepoint.com/ITAU038/bast_received.pdf,Document archived
ITAU039,1,BAST Sent,2013-07-05,IFS,https://company.sharepoint.com/ITAU039/bast_sent.pdf,Document archived
ITAU039,1,BAST Received,2013-07-12,DLP,https://company.sharepoint.com/ITAU039/bast_received.pdf,Final BAST uploaded
ITAU041,1,BAST Sent,2013-08-02,TSR,https://company.sharepoint.com/ITAU041/bast_sent.pdf,Final BAST uploaded
ITAU041,1,BAST Received,2013-08-08,DLP,https://company.sharepoint.com/ITAU041/bast_received.pdf,Client acknowledged receipt
ITAU041,2,BAST Sent,2013-11-10,WNA,https://company.sharepoint.com/ITAU041/bast_sent.pdf,Final BAST uploaded
ITAU041,2,BAST Received,2013-11-12,DLP,https://company.sharepoint.com/ITAU041/bast_received.pdf,Document submitted to client
ITAU042,1,BAST Sent,2013-09-09,JQV,https://company.sharepoint.com/ITAU042/bast_sent.pdf,Document archived
ITAU042,1,BAST Received,2013-09-13,DLP,https://company.sharepoint.com/ITAU042/bast_received.pdf,BAST document created
ITAU042,2,BAST Sent,2013-11-18,NFI,https://company.sharepoint.com/ITAU042/bast_sent.pdf,Verified by PMO
ITAU042,2,BAST Received,2013-11-20,DLP,https://company.sharepoint.com/ITAU042/bast_received.pdf,Document archived
ITAU042,3,BAST Sent,2014-01-15,TLW,https://company.sharepoint.com/ITAU042/bast_sent.pdf,Client acknowledged receipt
ITAU042,3,BAST Received,2014-01-17,DLP,https://company.sharepoint.com/ITAU042/bast_received.pdf,Verified by PMO
ITAU042,4,BAST Sent,2014-07-11,DGS,https://company.sharepoint.com/ITAU042/bast_sent.pdf,BAST document created
ITAU042,4,BAST Received,2014-07-18,DLP,https://company.sharepoint.com/ITAU042/bast_received.pdf,BAST document created
ITAU043,1,BAST Sent,2013-09-20,TLW,https://company.sharepoint.com/ITAU043/bast_sent.pdf,Verified by PMO
ITAU043,1,BAST Received,2013-09-25,DLP,https://company.sharepoint.com/ITAU043/bast_received.pdf,Final BAST uploaded
ITAU043,2,BAST Sent,2013-12-15,TLW,https://company.sharepoint.com/ITAU043/bast_sent.pdf,Verified by PMO
ITAU043,2,BAST Received,2013-12-17,DLP,https://company.sharepoint.com/ITAU043/bast_received.pdf,Document archived
ITAU043,3,BAST Sent,2014-04-25,WNA,https://company.sharepoint.com/ITAU043/bast_sent.pdf,Client acknowledged receipt
ITAU043,3,BAST Received,2014-04-28,DLP,https://company.sharepoint.com/ITAU043/bast_received.pdf,Client acknowledged receipt
ITAU043,4,BAST Sent,2014-07-27,HZR,https://company.sharepoint.com/ITAU043/bast_sent.pdf,Final BAST uploaded
ITAU043,4,BAST Received,2014-08-01,DLP,https://company.sharepoint.com/ITAU043/bast_received.pdf,Document submitted to client
ITAU044,1,BAST Sent,2013-10-10,RLM,https://company.sharepoint.com/ITAU044/bast_sent.pdf,Document submitted to client
ITAU044,1,BAST Received,2013-10-16,DLP,https://company.sharepoint.com/ITAU044/bast_received.pdf,Final BAST uploaded
ITAU045,1,BAST Sent,2013-10-26,TLW,https://company.sharepoint.com/ITAU045/bast_sent.pdf,Document archived
ITAU045,1,BAST Received,2013-10-31,DLP,https://company.sharepoint.com/ITAU045/bast_received.pdf,Final BAST uploaded
ITAU045,2,BAST Sent,2014-01-05,RLM,https://company.sharepoint.com/ITAU045/bast_sent.pdf,Document archived
ITAU045,2,BAST Received,2014-01-08,DLP,https://company.sharepoint.com/ITAU045/bast_received.pdf,Document archived
ITAU045,3,BAST Sent,2014-03-21,RLM,https://company.sharepoint.com/ITAU045/bast_sent.pdf,Client acknowledged receipt
ITAU045,3,BAST Received,2014-03-28,DLP,https://company.sharepoint.com/ITAU045/bast_received.pdf,Final BAST uploaded
ITAU045,4,BAST Sent,2014-08-01,DTP,https://company.sharepoint.com/ITAU045/bast_sent.pdf,Document archived
ITAU045,4,BAST Received,2014-08-06,DLP,https://company.sharepoint.com/ITAU045/bast_received.pdf,BAST document created
ITAU045,5,BAST Sent,2014-10-10,WNA,https://company.sharepoint.com/ITAU045/bast_sent.pdf,Verified by PMO
ITAU045,5,BAST Received,2014-10-13,DLP,https://company.sharepoint.com/ITAU045/bast_received.pdf,Document submitted to client
ITAU046,1,BAST Sent,2013-11-29,NFI,https://company.sharepoint.com/ITAU046/bast_sent.pdf,Client acknowledged receipt
ITAU046,1,BAST Received,2013-12-02,DLP,https://company.sharepoint.com/ITAU046/bast_received.pdf,BAST document created
ITAU046,2,BAST Sent,2014-03-19,DTP,https://company.sharepoint.com/ITAU046/bast_sent.pdf,BAST document created
ITAU046,2,BAST Received,2014-03-25,DLP,https://company.sharepoint.com/ITAU046/bast_received.pdf,Client acknowledged receipt
ITAU046,3,BAST Sent,2014-04-21,TLW,https://company.sharepoint.com/ITAU046/bast_sent.pdf,Client acknowledged receipt
ITAU046,3,BAST Received,2014-04-27,DLP,https://company.sharepoint.com/ITAU046/bast_received.pdf,Document submitted to client
ITAU047,1,BAST Sent,2013-10-22,NFI,https://company.sharepoint.com/ITAU047/bast_sent.pdf,Document archived
ITAU047,1,BAST Received,2013-10-28,DLP,https://company.sharepoint.com/ITAU047/bast_received.pdf,Document archived
ITAU047,2,BAST Sent,2014-02-19,TSR,https://company.sharepoint.com/ITAU047/bast_sent.pdf,Document archived
ITAU047,2,BAST Received,2014-02-22,DLP,https://company.sharepoint.com/ITAU047/bast_received.pdf,Final BAST uploaded
ITAU047,3,BAST Sent,2014-06-02,TLW,https://company.sharepoint.com/ITAU047/bast_sent.pdf,BAST document created
ITAU047,3,BAST Received,2014-06-07,DLP,https://company.sharepoint.com/ITAU047/bast_received.pdf,Final BAST uploaded
ITAU047,4,BAST Sent,2014-06-14,NFI,https://company.sharepoint.com/ITAU047/bast_sent.pdf,Final BAST uploaded
ITAU047,4,BAST Received,2014-06-16,DLP,https://company.sharepoint.com/ITAU047/bast_received.pdf,Final BAST uploaded
ITAU048,1,BAST Sent,2013-12-05,AMF,https://company.sharepoint.com/ITAU048/bast_sent.pdf,Final BAST uploaded
ITAU048,1,BAST Received,2013-12-10,DLP,https://company.sharepoint.com/ITAU048/bast_received.pdf,Document submitted to client
ITAU049,1,BAST Sent,2013-12-15,DGS,https://company.sharepoint.com/ITAU049/bast_sent.pdf,Client acknowledged receipt
ITAU049,1,BAST Received,2013-12-20,DLP,https://company.sharepoint.com/ITAU049/bast_received.pdf,Verified by PMO
ITAU049,2,BAST Sent,2014-03-29,DGS,https://company.sharepoint.com/ITAU049/bast_sent.pdf,BAST document created
ITAU049,2,BAST Received,2014-04-03,DLP,https://company.sharepoint.com/ITAU049/bast_received.pdf,Verified by PMO
ITAU049,3,BAST Sent,2014-05-01,AMF,https://company.sharepoint.com/ITAU049/bast_sent.pdf,Document archived
ITAU049,3,BAST Received,2014-05-04,DLP,https://company.sharepoint.com/ITAU049/bast_received.pdf,Document submitted to client
ITAU050,1,BAST Sent,2014-02-05,JQV,https://company.sharepoint.com/ITAU050/bast_sent.pdf,BAST document created
ITAU050,1,BAST Received,2014-02-09,DLP,https://company.sharepoint.com/ITAU050/bast_received.pdf,Document submitted to client
ITAU050,2,BAST Sent,2014-05-31,OMW,https://company.sharepoint.com/ITAU050/bast_sent.pdf,Document archived
ITAU050,2,BAST Received,2014-06-06,DLP,https://company.sharepoint.com/ITAU050/bast_received.pdf,Verified by PMO
ITAU050,3,BAST Sent,2014-06-09,AMF,https://company.sharepoint.com/ITAU050/bast_sent.pdf,Document submitted to client
ITAU050,3,BAST Received,2014-06-12,DLP,https://company.sharepoint.com/ITAU050/bast_received.pdf,Document submitted to client
ITAU050,4,BAST Sent,2014-12-25,FYA,https://company.sharepoint.com/ITAU050/bast_sent.pdf,Final BAST uploaded
ITAU050,4,BAST Received,2014-12-27,DLP,https://company.sharepoint.com/ITAU050/bast_received.pdf,Final BAST uploaded
ITAU051,1,BAST Sent,2014-01-04,DLP,https://company.sharepoint.com/ITAU051/bast_sent.pdf,BAST document created
ITAU051,1,BAST Received,2014-01-09,DLP,https://company.sharepoint.com/ITAU051/bast_received.pdf,Verified by PMO
ITAU051,2,BAST Sent,2014-04-13,IFS,https://company.sharepoint.com/ITAU051/bast_sent.pdf,Document submitted to client
ITAU051,2,BAST Received,2014-04-19,DLP,https://company.sharepoint.com/ITAU051/bast_received.pdf,Client acknowledged receipt
ITAU052,1,BAST Sent,2014-01-03,RLM,https://company.sharepoint.com/ITAU052/bast_sent.pdf,Client acknowledged receipt
ITAU052,1,BAST Received,2014-01-08,DLP,https://company.sharepoint.com/ITAU052/bast_received.pdf,Document archived
ITAU052,2,BAST Sent,2014-03-26,FYA,https://company.sharepoint.com/ITAU052/bast_sent.pdf,Document archived
