Job Code,Term,Baseline Date
ITAU141,1,2016-06-30
ITAU141,2,2016-08-24
ITAU141,3,2016-09-01
ITAU141,4,2016-09-07
ITAU142,1,2016-09-16
ITAU143,1,2016-08-19
ITAU144,1,2017-03-13
ITAU144,2,2016-10-09
ITAU144,3,2016-10-26
ITAU144,4,2017-12-01
ITAU144,5,2016-09-05
ITAU144,6,2016-08-26
ITAU144,7,2016-07-17
ITAU144,8,2016-08-13
ITAU145,1,2016-09-16
ITAU146,1,2016-09-01
ITAU146,2,2017-04-05
ITAU147,1,2016-08-19
ITAU148,1,2016-08-27
ITAU148,2,2016-08-28
ITAU149,1,2016-12-15
ITAU149,2,2016-12-19
ITAU150,1,2016-08-12
ITAU150,2,2016-09-02
ITAU150,3,2016-09-09
ITAU151,1,2016-08-31
ITAU151,2,2016-12-09
ITAU151,3,2016-12-09
ITAU152,1,
ITAU153,1,2016-10-30
ITAU153,2,2016-12-09
ITAU153,3,2016-10-30
ITAU153,4,2016-10-30
ITAU153,5,2016-10-30
ITAU153,6,2016-10-30
ITAU153,7,2016-10-30
ITAU153,8,2016-10-30
ITAU153,9,2016-10-30
ITAU153,10,2016-10-30
ITAU154,1,2016-09-01
ITAU154,2,2016-12-02
ITAU154,3,2016-12-02
ITAU154,4,2017-01-13
ITAU155,1,2016-09-23
ITAU155,2,2016-11-19
ITAU155,3,2016-12-20
ITAU156,1,2016-08-30
ITAU156,2,2016-09-30
ITAU156,3,2016-10-15
ITAU157,1,2017-08-31
ITAU157,2,2017-08-18
ITAU157,3,2017-08-31
ITAU158,1,2016-08-29
ITAU159,1,2017-02-14
ITAU159,2,2017-01-27
ITAU160,1,2017-01-16
ITAU160,2,2016-12-02
ITAU161,1,2017-01-20
ITAU161,2,2016-12-20
ITAU161,3,2016-12-02
ITAU161,4,2017-01-10
ITAU162,1,2016-10-07
ITAU162,2,2016-10-07
ITAU162,3,2016-10-07
ITAU163,1,2016-11-15
ITAU163,2,2016-11-18
ITAU163,3,2016-11-18
ITAU164,1,2017-02-04
ITAU164,2,2017-01-03
ITAU165,1,2017-02-23
ITAU165,2,2016-11-04
ITAU166,1,2016-12-05
ITAU166,2,2017-01-20
ITAU167,1,2017-06-12
ITAU168,1,2016-11-29
ITAU168,2,2017-01-01
ITAU168,3,2017-05-04
ITAU169,1,2016-12-23
ITAU169,2,2017-03-13
ITAU169,3,2017-03-13
ITAU169,4,2017-02-28
ITAU170,1,2017-06-29
ITAU170,2,2017-11-10
ITAU170,3,2017-06-29
ITAU170,4,2017-09-08
ITAU171,1,2017-04-25
ITAU172,1,2017-03-15
ITAU173,1,2016-12-20
ITAU173,2,2016-12-20
ITAU173,3,2016-12-20
ITAU174,1,2016-11-28
ITAU174,2,2017-03-13
ITAU174,3,2017-03-13
ITAU175,1,2017-01-25
ITAU175,2,2017-02-27
ITAU176,1,2017-01-25
ITAU176,2,2017-10-16
ITAU177,1,2016-12-05
ITAU178,1,2017-01-13
ITAU178,2,2017-03-17
ITAU178,3,2017-04-07
ITAU179,1,2017-01-20
ITAU179,2,2017-03-11
ITAU179,3,2017-03-17
ITAU179,4,2018-01-31
ITAU179,5,2017-03-16
ITAU180,1,2017-05-25
ITAU180,2,2017-08-01
ITAU180,3,2017-08-07
ITAU180,4,2017-08-15
ITAU181,1,2017-11-17
ITAU181,2,2017-04-27
ITAU181,3,2017-04-27
ITAU181,4,2017-09-01
ITAU181,5,2017-11-17
ITAU181,6,2017-10-17
ITAU181,7,2017-11-17
ITAU182,1,2017-01-20
ITAU182,2,2017-03-27
ITAU183,1,2017-01-20
ITAU183,2,2017-06-09
ITAU183,3,2017-03-10
ITAU184,1,2017-02-28
ITAU184,2,2017-02-28
ITAU185,1,2018-02-17
ITAU185,2,2017-07-14
ITAU185,3,2018-02-17
ITAU185,4,2017-07-14
ITAU185,5,2018-02-16
ITAU186,1,2017-02-25
ITAU186,2,2017-02-25
ITAU187,1,2017-03-27
ITAU187,2,2017-05-12
ITAU187,3,2017-08-01
ITAU188,1,2017-03-10
ITAU188,2,2017-06-09
ITAU188,3,2017-03-10
ITAU189,1,2017-03-10
ITAU189,2,2017-06-09
ITAU189,3,2017-03-10
ITAU190,1,2017-05-14
ITAU190,2,2017-05-25
ITAU190,3,2017-05-31
ITAU190,4,2017-07-27
ITAU191,1,2017-03-17
ITAU191,2,2017-06-09
ITAU191,3,2017-06-09
ITAU191,4,2017-09-01
ITAU191,5,2017-09-01
ITAU192,1,2017-08-31
ITAU192,2,2017-08-04
ITAU192,3,2017-09-01
ITAU192,4,2017-08-01
ITAU192,5,2017-08-25
ITAU193,1,2017-05-01
ITAU193,2,2017-05-19
ITAU193,3,2017-06-02
ITAU194,1,2017-05-31
ITAU194,2,2017-05-04
ITAU194,3,2017-05-31
ITAU195,1,2017-06-03
ITAU195,2,2017-06-03
ITAU195,3,2017-08-18
ITAU196,1,2017-05-04
ITAU196,2,2017-05-12
ITAU196,3,2017-06-14
ITAU197,1,2017-06-09
ITAU197,2,2018-05-16
ITAU197,3,2018-05-16
ITAU197,4,2017-12-31
ITAU197,5,2017-10-17
ITAU197,6,2017-10-17
ITAU197,7,2017-12-31
ITAU197,8,2017-12-11
ITAU197,9,2017-12-31
ITAU197,10,2017-12-31
ITAU198,1,2017-05-09
ITAU198,2,2017-05-12
ITAU198,3,2017-07-10
ITAU198,4,2017-05-19
ITAU198,5,2017-07-01
ITAU199,1,2017-07-01
ITAU199,2,2017-07-18
ITAU199,3,2017-07-21
ITAU199,4,2017-09-04
ITAU200,1,2017-06-09
ITAU200,2,2017-09-05
ITAU200,3,2017-12-22
ITAU200,4,2017-09-29
ITAU201,1,2017-10-29
ITAU201,2,2017-11-01
ITAU201,3,2017-11-01
ITAU201,4,2017-11-24
ITAU201,5,2017-11-24
ITAU201,6,2018-02-28
ITAU201,7,2018-02-28
ITAU201,8,2018-02-28
ITAU202,1,2017-06-22
ITAU202,2,2017-08-03
ITAU202,3,2017-08-31
ITAU203,1,2017-10-18
ITAU203,2,2017-11-03
ITAU204,1,2017-09-11
ITAU204,2,2018-02-28
ITAU205,1,2017-10-24
ITAU205,2,2017-10-24
ITAU205,3,2017-09-18
ITAU206,1,2017-08-18
ITAU207,1,2017-08-24
ITAU207,2,2017-08-24
ITAU208,1,2018-03-15
ITAU208,2,2018-04-12
ITAU208,3,2018-04-12
ITAU209,1,2017-08-24
ITAU209,2,2017-08-24
ITAU210,1,2017-08-04
ITAU210,2,2017-11-01
ITAU210,3,2017-12-08
ITAU211,1,2017-12-07
ITAU211,2,2017-11-10
ITAU211,3,2017-11-30
ITAU212,1,2017-10-21
ITAU212,2,2017-10-18
ITAU212,3,2018-05-03
ITAU213,1,2017-10-21
ITAU213,2,2017-10-18
ITAU213,3,2018-01-31
ITAU214,1,2017-10-18
ITAU214,2,2018-01-26
ITAU214,3,2018-01-26
ITAU215,1,2017-11-17
ITAU215,2,2017-10-13
ITAU215,3,2017-11-17
ITAU215,4,2017-11-17
ITAU216,1,2018-01-19
ITAU216,2,2018-01-19
ITAU216,3,2018-01-19
ITAU216,4,2018-01-19
ITAU216,5,2018-02-02
ITAU217,1,2017-11-01
ITAU217,2,2018-02-26
ITAU218,1,2018-01-29
ITAU218,2,2017-11-03
ITAU218,3,2017-12-21
ITAU218,4,2017-12-21
ITAU218,5,2017-11-03
ITAU219,1,2017-10-10
ITAU219,2,2017-10-19
ITAU219,3,2018-05-14
ITAU220,1,2017-10-30
ITAU220,2,2017-10-30
ITAU220,3,2017-10-30
ITAU221,1,2017-10-18
ITAU221,2,2018-04-13
ITAU222,1,2017-11-20
ITAU222,2,2017-11-20
ITAU222,3,2017-11-20
ITAU222,4,2017-11-20
ITAU223,1,2017-11-17
ITAU223,2,2017-11-17
ITAU223,3,2018-04-30
ITAU223,4,2017-12-14
ITAU223,5,2018-04-24
ITAU223,6,2018-04-30
ITAU223,7,2018-04-30
ITAU224,1,2017-10-15
ITAU224,2,2017-11-17
ITAU224,3,2017-12-13
ITAU224,4,2018-01-24
ITAU224A,1,2019-09-13
ITAU224A,2,2019-10-25
ITAU224A,3,2019-11-12
ITAU225,1,2018-01-31
ITAU226,1,2017-12-31
ITAU226,2,2017-11-24
ITAU226,3,2017-12-21
ITAU226,4,2017-12-28
ITAU227,1,2017-10-19
ITAU227,2,2017-10-19
ITAU227,3,2017-10-19
ITAU228,1,2018-03-21
ITAU228,2,2018-03-25
ITAU229,1,2018-07-31
ITAU229,2,2018-07-31
ITAU229,3,2018-05-18
ITAU229,4,2018-07-25
ITAU229,5,2018-07-31
ITAU230,1,2017-11-17
ITAU230,2,2018-02-28
ITAU231,1,2018-02-28
ITAU231,2,2018-02-16
ITAU231,3,2018-02-28
ITAU232,1,2018-08-31
ITAU232,2,2017-12-21
ITAU232,3,2018-01-11
ITAU232,4,2018-08-31
ITAU233,1,2018-02-01
ITAU233,2,2017-12-14
ITAU233,3,2018-02-28
ITAU233,4,2018-02-16
ITAU233,5,2018-02-28
ITAU234,1,2018-02-18
ITAU234,2,2018-01-15
ITAU234,3,2018-01-25
ITAU235,1,2018-05-28
ITAU235,2,2017-12-21
ITAU235,3,2018-04-02
ITAU235,4,2018-05-11
ITAU235,5,2018-05-28
ITAU235,6,2018-05-28
ITAU236,1,2019-06-30
ITAU236,2,2019-06-30
ITAU236,3,2019-06-30
ITAU236,4,2019-06-30
ITAU236,5,2018-03-30
ITAU236,6,2018-04-27
ITAU236,7,2018-03-31
ITAU237,1,2019-12-31
ITAU237,2,2018-03-29
ITAU237,3,2018-03-30
ITAU237,4,2018-03-29
ITAU237,5,2018-03-29
ITAU237,6,2018-03-29
ITAU238,1,
ITAU238,2,
ITAU239,1,2018-01-24
ITAU239,2,2018-01-24
ITAU239,3,2018-04-09
ITAU240,1,2018-02-04
ITAU240,2,2018-01-21
ITAU240,3,2018-03-07
ITAU241,1,2018-04-27
ITAU241,2,2018-03-31
ITAU241,3,2018-04-20
ITAU241,4,2018-04-20
ITAU241,5,2018-04-20
ITAU242,1,2018-04-17
ITAU242,2,2018-03-30
ITAU243,1,2017-12-22
ITAU244,1,2018-05-28
ITAU244,2,2018-06-02
ITAU245,1,2018-03-30
ITAU245,2,2018-03-30
ITAU245,3,2018-04-16
ITAU245,4,2018-04-30
ITAU246,1,2019-11-24
ITAU246,2,2018-04-20
ITAU246,3,2018-05-04
ITAU247,1,2019-11-24
ITAU247,2,2018-04-20
ITAU247,3,2018-05-04
ITAU248,1,2018-01-18
ITAU249,1,2019-11-24
ITAU249,2,2018-04-20
ITAU249,3,2018-05-04
ITAU250,1,2018-03-20
ITAU251,1,2018-04-30
ITAU252,1,2018-05-02
ITAU252,2,2018-05-02
ITAU252,3,2018-05-02
ITAU252,4,2018-05-02
ITAU252,5,2018-05-02
ITAU253,1,2018-04-30
ITAU253,2,2018-02-13
ITAU253,3,2018-02-23
ITAU254,1,2019-08-31
ITAU254,2,2019-08-31
ITAU254,3,2019-08-31
ITAU254,4,2018-05-15
ITAU254,5,2018-08-08
ITAU254,6,2019-08-31
ITAU254,7,2018-08-15
ITAU255,1,2018-04-30
ITAU255,2,2018-05-15
ITAU255,3,2018-05-31
ITAU256,1,2018-04-24
ITAU256,2,2018-04-06
ITAU256,3,2018-03-02
ITAU257,1,2018-02-09
ITAU258,1,2018-04-13
ITAU258,2,2018-04-23
ITAU259,1,2018-06-08
ITAU259,2,2018-08-15
ITAU259,3,2018-08-15
ITAU259,4,2018-08-31
ITAU259,5,2018-08-31
ITAU260,1,2018-03-29
ITAU260,2,2018-04-06
ITAU260,3,2018-04-06
ITAU260,4,2018-04-27
ITAU260A,1,2018-05-31
ITAU260A,2,2018-06-29
ITAU260A,3,2018-07-27
ITAU260A,4,2018-08-31
ITAU260A,5,2018-09-28
ITAU260A,6,2018-12-28
ITAU260B,1,2019-05-31
ITAU260B,2,2019-05-31
ITAU260B,3,2019-05-31
ITAU260B,4,2019-05-31
ITAU260B,5,2019-05-31
ITAU260B,6,2019-05-31
ITAU260B,7,2019-05-31
ITAU260B,8,2019-05-31
ITAU261,1,2018-06-30
ITAU261,2,2018-04-20
ITAU261,3,2018-05-04
ITAU261,4,2018-05-04
ITAU261,5,2018-05-18
ITAU261,6,2018-05-18
ITAU262,1,2018-05-25
ITAU262,2,2018-08-30
ITAU262,3,2018-08-30
ITAU262,4,2018-08-30
ITAU262,5,2018-08-30
ITAU263,1,2019-06-30
ITAU264,1,2018-04-19
ITAU264,2,2018-04-13
ITAU264,3,2018-04-19
ITAU265,1,2018-03-09
ITAU266,1,2018-06-09
ITAU266,2,2018-04-30
ITAU266,3,2018-05-31
ITAU266,4,2018-04-30
ITAU266,5,2018-05-31
ITAU267,1,2018-04-05
ITAU267,2,2018-04-12
ITAU267,3,2018-04-19
ITAU267,4,2018-04-19
ITAU267,5,2018-04-19
ITAU268,1,2020-07-31
ITAU268,2,2019-03-31
ITAU268,3,2019-03-31
ITAU268,4,2019-05-31
ITAU269,1,2018-06-30
ITAU269,2,2018-06-30
ITAU269,3,2018-06-30
ITAU270,1,2018-06-29
ITAU270,2,2018-06-29
ITAU270,3,2018-06-29
ITAU271,1,2018-06-29
ITAU271,2,2018-06-29
ITAU271,3,2018-06-29
ITAU272,1,2018-09-20
ITAU272,2,2018-07-28
ITAU272,3,2018-08-20
ITAU272,4,2018-05-22
ITAU272,5,2018-10-14
ITAU273,1,2018-05-08
ITAU273,2,2018-05-21
ITAU273,3,2018-08-31
ITAU273,4,2018-08-31
ITAU273,5,2018-08-31
ITAU273,6,2018-08-31
ITAU273,7,2018-08-31
ITAU274,1,2018-11-30
ITAU274,2,2018-11-30
ITAU274,3,2018-11-30
ITAU275,1,2018-09-28
ITAU275,2,2018-10-31
ITAU275,3,2018-12-31
ITAU276,1,
ITAU277,1,2018-08-13
ITAU277,2,2017-12-21
ITAU277,3,2018-08-13
ITAU277,4,2018-08-13
ITAU277,5,2018-08-13
ITAU277,6,2018-08-13
ITAU278,1,2018-10-17
ITAU278,2,2018-08-31
ITAU278,3,2018-08-31
ITAU278,4,2018-08-31
ITAU278,5,2018-08-31
ITAU278,6,2018-08-31
ITAU278,7,2018-08-31
ITAU278,8,2018-08-31
ITAU278,9,2018-08-31
ITAU279,1,2018-07-13
ITAU279,2,2018-06-07
ITAU279,3,2018-06-07
ITAU280,1,2018-11-12
ITAU280,2,2018-09-28
ITAU280,3,2018-10-31
ITAU280,4,2018-10-31
ITAU280,5,2018-09-28
ITAU280,6,2018-10-31
ITAU280,7,2018-11-30
ITAU281,1,2018-08-01
ITAU281,2,2018-09-28
ITAU282,1,2018-07-27
ITAU282,2,2018-07-27
ITAU282,3,2018-07-27
ITAU282,4,2018-07-27
ITAU282,5,2018-07-27
ITAU283,1,2018-08-07
ITAU283,2,2018-08-07
ITAU283,3,2018-08-07
ITAU284,1,2018-09-04
ITAU284,2,2018-09-04
ITAU284,3,2018-09-28
ITAU284,4,2018-09-28
ITAU284,5,2018-09-28
ITAU285,1,2018-09-03
ITAU285,2,2018-09-03
ITAU285,3,2018-09-03
ITAU286,1,2018-09-26
ITAU286,2,2018-09-28
ITAU286,3,2018-10-31
ITAU286,4,2018-09-28
ITAU286,5,2018-10-31
ITAU287,1,2018-10-18
ITAU287,2,2018-12-14
ITAU287,3,2018-12-15
ITAU287,4,2018-10-24
ITAU287,5,2018-09-10
ITAU288,1,2018-04-13
ITAU289,1,2019-05-27
ITAU289,2,2019-05-27
ITAU289,3,2019-05-27
ITAU290,1,2018-12-31
ITAU290,2,2018-09-28
ITAU290,3,2018-09-28
ITAU290,4,2018-09-28
ITAU290,5,2018-09-28
ITAU291,1,2018-11-03
ITAU291,2,2018-08-06
ITAU291,3,2018-09-18
ITAU292A,1,
ITAU292A,2,
ITAU292A,3,
ITAU292A,4,
ITAU292B,1,
ITAU292B,2,
ITAU292B,3,
ITAU292B,4,2019-04-30
ITAU292C,1,2019-05-31
ITAU292C,2,2019-05-31
ITAU292C,3,2019-06-30
ITAU292C,4,2019-12-31
ITAU292D,1,2018-11-03
ITAU292D,2,2018-11-03
ITAU292D,3,2018-09-14
ITAU292D,4,2019-03-31
ITAU292E,1,
ITAU292E,2,
ITAU292E,3,
ITAU292E,4,
ITAU292F,1,
ITAU292F,2,
ITAU292F,3,
ITAU292G,1,
ITAU292G,2,
ITAU292G,3,
ITAU292H,1,
ITAU292H,2,
ITAU292H,3,
ITAU292I,1,2018-11-03
ITAU292I,2,2018-09-30
ITAU292I,3,2019-03-31
ITAU292J,1,
ITAU292J,2,
ITAU292J,3,
ITAU292K,1,2019-01-31
ITAU292K,2,2019-03-31
ITAU292K,3,2019-03-31
ITAU292L,1,2019-01-31
ITAU292L,2,2019-03-31
ITAU292L,3,2019-09-30
ITAU293,1,2018-10-28
ITAU293,2,2018-10-28
ITAU293,3,2018-10-28
ITAU294,1,2018-08-16
ITAU294,2,2018-08-16
ITAU295,1,2018-12-18
ITAU295,2,2018-12-18
ITAU295,3,2018-12-18
ITAU296,1,
ITAU297,1,2018-12-19
ITAU297,2,2018-09-28
ITAU298,1,2018-11-08
ITAU298,2,2018-12-16
ITAU298,3,2018-12-07
ITAU298,4,2018-11-17
ITAU298,5,2018-12-15
ITAU299,1,2018-11-28
ITAU299,2,2018-11-22
ITAU300,1,2019-02-15
ITAU300,2,2019-01-28
ITAU300,3,2019-01-10
ITAU301,1,2018-09-30
ITAU301,2,2018-12-31
ITAU301,3,2018-12-31
ITAU302,1,2018-12-31
ITAU302,2,2018-12-31
ITAU302,3,2018-12-31
ITAU303,1,2018-12-04
ITAU303,2,2018-12-04
ITAU303,3,2018-12-04
ITAU304,1,2019-01-20
ITAU304,2,2018-11-30
ITAU304,3,2018-12-31
ITAU305,1,2018-11-30
ITAU305,2,2018-12-31
ITAU305,3,2018-12-31
ITAU305,4,2018-11-30
ITAU305,5,2018-12-31
ITAU306,1,2019-01-31
ITAU306,2,2018-12-31
ITAU306,3,2018-12-31
ITAU307,1,2019-01-16
ITAU307,2,2019-01-30
ITAU307,3,2018-12-26
ITAU308,1,2019-04-01
ITAU308,2,2018-12-31
ITAU308,3,2018-12-31
ITAU308,4,2018-12-01
ITAU309,1,2018-12-31
ITAU310,1,2019-01-03
ITAU310,2,2022-04-04
ITAU310,3,2023-06-30
ITAU310,4,2022-04-04
ITAU310,5,2023-06-30
ITAU311,1,2019-04-18
ITAU311,2,2018-12-31
ITAU311,3,2019-03-31
ITAU311,4,2018-12-31
ITAU311,5,2019-03-29
ITAU312,1,2018-12-31
ITAU312,2,2019-02-28
ITAU312,3,2019-07-31
ITAU313,1,2018-12-31
ITAU313,2,2019-02-25
ITAU313,3,2019-02-25
ITAU314,1,2019-03-31
ITAU314,2,2019-05-31
ITAU314,3,2019-05-31
ITAU314,4,2019-06-30
ITAU314,5,2019-07-31
ITAU315,1,2018-11-30
ITAU315,2,2018-12-31
ITAU315,3,2019-04-09
ITAU315,4,2018-12-31
ITAU315,5,2019-04-08
ITAU316,1,2018-11-30
ITAU316,2,2018-12-31
ITAU316,3,2018-12-31
ITAU317,1,2018-12-31
ITAU317,2,2019-03-31
ITAU317,3,2019-03-31
ITAU317,4,2019-03-31
ITAU318,1,2018-11-30
ITAU318,2,2018-12-31
ITAU318,3,2018-12-31
ITAU319,1,2018-11-30
ITAU319,2,2018-12-31
ITAU319,3,2018-12-31
ITAU320,1,2019-04-14
ITAU321,1,2018-12-31
ITAU321,2,2018-12-31
ITAU321,3,2019-12-21
ITAU321,4,2018-12-31
ITAU321,5,2019-12-21
ITAU322,1,2018-11-30
ITAU322,2,2018-12-31
ITAU322,3,2018-12-31
ITAU323,1,2019-04-18
ITAU324,1,2019-02-28
ITAU325,1,2018-11-30
ITAU325,2,2019-03-31
ITAU325,3,2019-03-31
ITAU326,1,2019-01-23
ITAU326,2,2019-04-15
ITAU327,1,2019-04-23
ITAU327,2,2019-01-16
ITAU327,3,2019-02-01
ITAU328,1,2019-04-13
ITAU328,2,2019-05-31
ITAU328,3,2019-06-30
ITAU328,4,2019-12-31
ITAU328A,1,2019-02-14
ITAU328A,2,2019-05-31
ITAU328A,3,2019-06-30
ITAU328A,4,2019-12-31
ITAU329,1,2018-12-31
ITAU329,2,2019-01-02
ITAU329,3,2019-01-21
ITAU330,1,2018-12-31
ITAU330,2,2019-03-31
ITAU330,3,2019-01-31
ITAU330,4,2019-03-31
ITAU330,5,2019-01-25
ITAU331,1,2018-09-17
ITAU332,1,2019-03-06
ITAU332,2,2019-03-06
ITAU332,3,2019-03-06
ITAU333,1,2019-03-18
ITAU333,2,2019-03-31
ITAU333,3,2019-03-31
ITAU334,1,2019-01-31
ITAU334,2,2019-03-31
ITAU334,3,2019-05-25
ITAU335,1,2019-01-31
ITAU335,2,2019-02-28
ITAU335,3,2019-03-31
ITAU336,1,2019-03-31
ITAU336,2,2019-03-31
ITAU336,3,2019-03-31
ITAU336,4,2019-03-31
ITAU336,5,2019-03-31
ITAU337,1,2019-05-01
ITAU337,2,2019-02-21
ITAU337,3,2019-03-31
ITAU338,1,2019-04-30
ITAU338,2,2019-07-29
ITAU338,3,2019-07-29
ITAU338,4,2019-07-29
ITAU339,1,2019-03-20
ITAU339,2,2019-02-28
ITAU339,3,2019-03-30
ITAU339,4,2019-03-30
ITAU340,1,2019-06-13
ITAU340,2,2019-03-31
ITAU340,3,2019-03-31
ITAU341,1,2019-04-20
ITAU341,2,2019-03-31
ITAU341,3,2019-04-30
ITAU342,1,2019-04-21
ITAU342,2,2019-06-30
ITAU343,1,2019-02-28
ITAU343,2,2019-05-31
ITAU343,3,2019-05-31
ITAU343,4,2019-05-31
ITAU343,5,2019-05-31
ITAU344,1,2019-04-30
ITAU344,2,2019-06-11
ITAU344,3,2019-06-11
ITAU344,4,2019-06-11
ITAU345,1,2019-12-31
ITAU345,2,2019-03-31
ITAU345,3,2019-05-31
ITAU345,4,2019-11-30
ITAU345A,1,2019-12-31
ITAU345A,2,2019-03-31
ITAU345A,3,2019-05-31
ITAU345A,4,2019-11-30
ITAU346,1,2019-03-31
ITAU346,2,2019-04-30
ITAU347,1,2019-03-31
ITAU347,2,2019-03-31
ITAU348,1,2019-12-31
ITAU348,2,2019-03-31
ITAU348,3,2019-04-30
ITAU349,1,2019-06-10
ITAU349,2,2019-03-31
ITAU349,3,2019-06-30
ITAU350,1,2019-03-31
ITAU350,2,2019-03-31
ITAU350,3,2019-06-30
ITAU350,4,2019-03-31
ITAU350,5,2019-06-30
ITAU351,1,2019-04-30
ITAU351,2,2019-04-30
ITAU351,3,2019-04-30
ITAU352,1,2019-05-31
ITAU352,2,2019-06-30
ITAU352,3,2019-07-31
ITAU353,1,2019-05-31
ITAU353,2,2019-05-31
ITAU353,3,2019-05-31
ITAU353,4,2019-06-30
ITAU353,5,2019-06-30
ITAU354,1,2020-08-31
ITAU354,2,2019-05-31
ITAU354,3,2019-06-30
ITAU355,1,
ITAU355,2,
ITAU355,3,
ITAU356,1,2019-09-08
ITAU356,2,2019-09-08
ITAU356,3,2019-09-08
ITAU356,4,2019-09-08
ITAU356,5,2019-09-08
ITAU357,1,2019-05-31
ITAU357,2,2019-07-31
ITAU357,3,2019-07-31
ITAU358,1,2019-07-25
ITAU358,2,2019-07-31
ITAU358,3,2019-07-31
ITAU359,1,2019-07-31
ITAU359,2,2019-07-31
ITAU359,3,2019-10-31
ITAU359,4,2019-07-31
ITAU360,1,2019-06-30
ITAU360,2,2019-07-31
ITAU360,3,2019-07-31
ITAU360,4,2019-07-29
ITAU360,5,2019-07-31
ITAU361,1,2019-06-30
ITAU361,2,2019-07-31
ITAU361,3,2019-07-31
ITAU361,4,2019-12-31
ITAU361,5,2019-12-31
ITAU362,1,2019-06-30
ITAU362,2,2019-07-31
ITAU362,3,2019-09-20
ITAU363,1,2019-07-31
ITAU363,2,2019-08-16
ITAU363,3,2019-08-30
ITAU364,1,2019-07-31
ITAU364,2,2019-07-31
ITAU365,1,2019-07-14
ITAU366,1,2019-09-11
ITAU366,2,2019-11-21
ITAU366,3,2019-08-02
ITAU366,4,2019-11-03
ITAU366,5,2019-11-28
ITAU367,1,2019-09-10
ITAU367,2,2019-09-10
ITAU367,3,2019-09-10
ITAU368,1,2019-11-30
ITAU368,2,2019-10-31
ITAU368,3,2019-11-30
ITAU369,1,2019-11-22
ITAU369,2,2019-11-22
ITAU369,3,2019-11-22
ITAU370,1,2019-09-14
ITAU370,2,2019-09-01
ITAU370,3,2019-11-09
ITAU371,1,2019-11-22
ITAU371,2,2019-11-22
ITAU371,3,2019-11-22
ITAU372,1,2019-12-31
ITAU372,2,2019-12-31
ITAU372,3,2019-12-31
ITAU372,4,2019-12-31
ITAU372,5,2019-12-31
ITAU373,1,2019-12-31
ITAU373,2,2019-12-31
ITAU373,3,2019-12-31
ITAU373,4,2019-12-31
ITAU373,,2019-12-31
ITAU374,1,2019-12-31
ITAU374,2,2019-12-31
ITAU374,3,2019-12-31
ITAU374,4,2019-12-31
ITAU375,1,2021-10-30
ITAU375,2,2021-10-30
ITAU375,3,2021-10-30
ITAU376,1,2019-11-19
ITAU376,2,2019-11-19
ITAU376,3,2019-11-19
ITAU377,1,2019-11-15
ITAU377,2,2019-11-15
ITAU377,3,2019-11-15
ITAU377,4,2019-11-15
ITAU377,5,2019-11-15
ITAU378,1,2019-10-17
ITAU379,1,2019-09-12
ITAU380,1,2019-09-18
ITAU381,1,2019-11-19
ITAU381,2,2019-11-19
ITAU381,3,2019-11-19
ITAU382,1,2019-10-17
ITAU382,2,2019-10-17
ITAU383,1,2019-10-29
ITAU383,2,2019-10-31
ITAU383,3,2019-11-30
ITAU384,1,2019-12-10
ITAU384,2,2019-10-31
ITAU384,3,2019-12-10
ITAU385,1,2019-10-31
ITAU385,2,2019-10-31
ITAU385,3,2019-10-31
ITAU386,1,2019-10-31
ITAU386,2,2019-10-31
ITAU386,3,2019-10-31
ITAU387,1,2019-11-08
ITAU387,2,2019-11-08
ITAU387,3,2019-10-31
ITAU388,1,2021-06-30
ITAU388,2,2019-11-30
ITAU388,3,2021-12-30
ITAU388,4,2021-12-30
ITAU388,5,2021-12-30
ITAU388,6,2021-12-30
ITAU388,7,2021-12-30
ITAU388,8,2021-12-30
ITAU388,9,2021-12-30
ITAU389,1,2019-10-02
ITAU389,2,2019-10-02
ITAU389,3,2019-10-02
ITAU390,1,2019-10-31
ITAU390,2,2019-12-04
ITAU390,3,2019-12-04
ITAU391,1,2019-11-30
ITAU391,2,2019-11-30
ITAU391,3,2019-12-31
ITAU392,1,2019-12-20
ITAU392,,2019-12-20
ITAU393,1,2019-11-30
ITAU393,2,2020-01-04
ITAU393,3,2020-02-22
ITAU394,1,2020-02-08
ITAU394,2,2020-02-25
ITAU394,3,2020-01-07
ITAU395,1,2020-03-29
ITAU395,2,2019-12-10
ITAU395,3,2019-12-17
ITAU395,4,2020-01-15
ITAU396,1,2019-11-30
ITAU396,2,2019-12-31
ITAU396,3,2020-01-23
ITAU396,4,2020-02-01
ITAU396,5,2020-03-09
ITAU397,1,2019-12-28
ITAU397,2,2019-12-31
ITAU397,3,2019-12-31
ITAU398,1,2019-12-31
ITAU398,2,2020-03-05
ITAU398,3,2020-03-05
ITAU398,4,2020-03-05
ITAU398,,2020-03-05
ITAU399,1,2021-04-12
ITAU399,2,2021-04-12
ITAU399,3,2021-09-10
ITAU399,4,2021-04-12
ITAU399,5,2021-09-10
ITAU400,1,2020-04-02
ITAU400,,2020-01-11
ITAU401,1,2020-03-14
ITAU401,2,2020-03-14
ITAU401,3,2020-03-14
ITAU402,1,2020-01-06
ITAU402,2,2020-01-06
ITAU402,3,2020-01-06
ITAU403,1,2019-12-31
ITAU403,2,2020-01-31
ITAU403,3,2020-02-29
ITAU404,1,2019-12-31
ITAU404,2,2019-12-31
