Job Code,Position,Employee,Score Contribution (%)
ITAU118,PM,WNA,100
ITAU119,PD,IFI,100
ITAU119,PM,DLP,100
ITAU120,PD,NFI,100
ITAU120,PM,OMW,100
ITAU121,PD,OMW,60
ITAU121,Co-PD,IFS,40
ITAU121,PM,NFI,60
ITAU121,Co-PM,DLP,40
ITAU122,PD,NFI,60
ITAU122,Co-PD,DLP,40
ITAU122,PM,DGS,60
ITAU122,Co-PM,DTP,40
ITAU123,PD,HZR,100
ITAU123,PM,JQV,100
ITAU124,PD,RLM,100
ITAU124,PM,TLW,100
ITAU125,PD,HZR,70
ITAU125,Co-PD,FYA,30
ITAU125,PM,DGS,60
ITAU125,Co-PM,JQV,40
ITAU126,PD,DLP,100
ITAU126,PM,FYA,70
ITAU126,Co-PM,DTP,30
ITAU127,PD,OMW,100
ITAU127,PM,AMF,60
ITAU127,Co-PM,DLP,40
ITAU128,PD,IFS,100
ITAU128,PM,JQV,100
ITAU129,PD,NFI,100
ITAU129,PM,TSR,60
ITAU129,Co-PM,JQV,40
ITAU130,PD,NFI,100
ITAU130,PM,IFI,100
ITAU131,PD,DLP,100
ITAU131,PM,OMW,70
ITAU131,Co-PM,AMF,30
ITAU132,PD,OMW,100
ITAU132,PM,DTP,100
ITAU132A,PD,TSR,60
ITAU132A,Co-PD,DTP,40
ITAU132A,PM,DGS,70
ITAU132A,Co-PM,NFI,30
ITAU133,PD,RLM,100
ITAU133,PM,DGS,60
ITAU133,Co-PM,DTP,40
ITAU134,PD,WNA,70
ITAU134,Co-PD,JQV,30
ITAU134,PM,HZR,100
ITAU135,PD,TLW,100
ITAU135,PM,WNA,100
ITAU136,PD,RLM,60
ITAU136,Co-PD,JQV,40
ITAU136,PM,DTP,70
ITAU136,Co-PM,DLP,30
ITAU137,PD,HZR,60
ITAU137,Co-PD,FYA,40
ITAU137,PM,DGS,100
ITAU138,PD,FYA,70
ITAU138,Co-PD,JQV,30
ITAU138,PM,TSR,70
ITAU138,Co-PM,HZR,30
ITAU139,PD,DGS,100
ITAU139,PM,FYA,60
ITAU139,Co-PM,OMW,40
ITAU140,PD,HZR,60
ITAU140,Co-PD,TLW,40
ITAU140,PM,TSR,100
ITAU141,PD,TLW,100
ITAU141,PM,TSR,100
ITAU142,PD,WNA,60
ITAU142,Co-PD,DLP,40
ITAU142,PM,DLP,60
ITAU142,Co-PM,NFI,40
ITAU143,PD,TSR,60
ITAU143,Co-PD,OMW,40
ITAU143,PM,FYA,60
ITAU143,Co-PM,DGS,40
ITAU144,PD,IFI,100
ITAU144,PM,OMW,60
ITAU144,Co-PM,DGS,40
ITAU145,PD,IFS,100
ITAU145,PM,FYA,100
ITAU146,PD,RLM,100
ITAU146,PM,DLP,100
ITAU147,PD,OMW,70
ITAU147,Co-PD,DGS,30
ITAU147,PM,DTP,60
ITAU147,Co-PM,JQV,40
ITAU148,PD,DTP,60
ITAU148,Co-PD,FYA,40
ITAU148,PM,OMW,70
ITAU148,Co-PM,JQV,30
ITAU149,PD,IFS,60
ITAU149,Co-PD,TLW,40
ITAU149,PM,TSR,70
ITAU149,Co-PM,DLP,30
ITAU150,PD,WNA,60
ITAU150,Co-PD,TSR,40
ITAU150,PM,NFI,100
ITAU151,PD,DTP,100
ITAU151,PM,WNA,100
ITAU152,PD,HZR,100
ITAU152,PM,FYA,100
ITAU153,PD,JQV,60
ITAU153,Co-PD,IFS,40
ITAU153,PM,RLM,100
ITAU154,PD,TLW,70
ITAU154,Co-PD,IFI,30
ITAU154,PM,WNA,60
ITAU154,Co-PM,DGS,40
ITAU155,PD,DLP,100
ITAU155,PM,HZR,100
ITAU156,PD,AMF,60
ITAU156,Co-PD,DLP,40
ITAU156,PM,FYA,100
ITAU157,PD,JQV,100
ITAU157,PM,RLM,100
ITAU158,PD,RLM,70
ITAU158,Co-PD,NFI,30
ITAU158,PM,NFI,100
ITAU159,PD,NFI,100
ITAU159,PM,DTP,60
ITAU159,Co-PM,JQV,40
ITAU160,PD,TLW,100
ITAU160,PM,IFS,70
ITAU160,Co-PM,DLP,30
ITAU161,PD,FYA,60
ITAU161,Co-PD,RLM,40
ITAU161,PM,IFS,70
ITAU161,Co-PM,TLW,30
ITAU162,PD,IFI,100
ITAU162,PM,JQV,60
ITAU162,Co-PM,WNA,40
ITAU163,PD,IFI,100
ITAU163,PM,DGS,100
ITAU164,PD,IFS,60
ITAU164,Co-PD,IFI,40
ITAU164,PM,WNA,100
ITAU165,PD,DTP,100
ITAU165,PM,IFS,70
ITAU165,Co-PM,NFI,30
ITAU166,PD,TSR,100
ITAU166,PM,NFI,60
ITAU166,Co-PM,AMF,40
ITAU167,PD,DGS,60
ITAU167,Co-PD,NFI,40
ITAU167,PM,IFI,100
ITAU168,PD,IFS,100
ITAU168,PM,WNA,100
ITAU169,PD,IFS,100
ITAU169,PM,IFI,60
ITAU169,Co-PM,JQV,40
ITAU170,PD,DGS,100
ITAU170,PM,DTP,100
ITAU171,PD,DTP,60
ITAU171,Co-PD,JQV,40
ITAU171,PM,JQV,60
ITAU171,Co-PM,AMF,40
ITAU172,PD,IFS,100
ITAU172,PM,TLW,100
ITAU173,PD,WNA,60
ITAU173,Co-PD,FYA,40
ITAU173,PM,NFI,100
ITAU174,PD,AMF,70
ITAU174,Co-PD,TLW,30
ITAU174,PM,RLM,60
ITAU174,Co-PM,TLW,40
ITAU175,PD,TLW,70
ITAU175,Co-PD,TSR,30
ITAU175,PM,TSR,100
ITAU176,PD,TSR,100
ITAU176,PM,HZR,70
ITAU176,Co-PM,TLW,30
ITAU177,PD,RLM,70
ITAU177,Co-PD,WNA,30
ITAU177,PM,TSR,60
ITAU177,Co-PM,DLP,40
ITAU178,PD,TLW,70
ITAU178,Co-PD,DLP,30
ITAU178,PM,FYA,100
ITAU179,PD,DGS,100
ITAU179,PM,NFI,100
ITAU180,PD,HZR,60
ITAU180,Co-PD,TSR,40
ITAU180,PM,NFI,100
ITAU181,PD,TLW,100
ITAU181,PM,WNA,60
ITAU181,Co-PM,FYA,40
ITAU182,PD,DTP,60
ITAU182,Co-PD,TLW,40
ITAU182,PM,FYA,70
ITAU182,Co-PM,TLW,30
ITAU183,PD,DTP,60
ITAU183,Co-PD,AMF,40
ITAU183,PM,TSR,100
ITAU184,PD,DGS,60
ITAU184,Co-PD,IFI,40
ITAU184,PM,JQV,60
ITAU184,Co-PM,OMW,40
ITAU185,PD,DTP,70
ITAU185,Co-PD,AMF,30
ITAU185,PM,OMW,100
ITAU186,PD,DLP,60
ITAU186,Co-PD,WNA,40
ITAU186,PM,HZR,100
ITAU187,PD,AMF,100
ITAU187,PM,IFI,100
ITAU188,PD,OMW,60
ITAU188,Co-PD,TSR,40
ITAU188,PM,DGS,60
ITAU188,Co-PM,AMF,40
ITAU189,PD,WNA,70
ITAU189,Co-PD,DTP,30
ITAU189,PM,RLM,60
ITAU189,Co-PM,TLW,40
ITAU190,PD,IFI,100
ITAU190,PM,IFS,60
ITAU190,Co-PM,JQV,40
ITAU191,PD,IFI,60
ITAU191,Co-PD,AMF,40
ITAU191,PM,AMF,60
ITAU191,Co-PM,IFS,40
ITAU192,PD,JQV,100
ITAU192,PM,TLW,100
ITAU193,PD,TSR,60
ITAU193,Co-PD,DLP,40
ITAU193,PM,AMF,70
ITAU193,Co-PM,DGS,30
ITAU194,PD,IFS,70
ITAU194,Co-PD,JQV,30
ITAU194,PM,RLM,70
ITAU194,Co-PM,TLW,30
ITAU195,PD,WNA,100
ITAU195,PM,AMF,100
ITAU196,PD,OMW,70
ITAU196,Co-PD,JQV,30
ITAU196,PM,DTP,100
ITAU197,PD,JQV,60
ITAU197,Co-PD,DTP,40
ITAU197,PM,TSR,70
ITAU197,Co-PM,TLW,30
ITAU198,PD,OMW,100
ITAU198,PM,AMF,100
ITAU199,PD,DGS,100
ITAU199,PM,JQV,70
ITAU199,Co-PM,IFI,30
ITAU200,PD,WNA,60
ITAU200,Co-PD,JQV,40
ITAU200,PM,IFS,60
ITAU200,Co-PM,IFI,40
ITAU201,PD,HZR,100
ITAU201,PM,WNA,60
ITAU201,Co-PM,DGS,40
ITAU202,PD,IFS,60
ITAU202,Co-PD,NFI,40
ITAU202,PM,WNA,60
ITAU202,Co-PM,FYA,40
ITAU203,PD,JQV,60
ITAU203,Co-PD,RLM,40
ITAU203,PM,TSR,60
ITAU203,Co-PM,IFS,40
ITAU204,PD,FYA,60
ITAU204,Co-PD,JQV,40
ITAU204,PM,TLW,100
ITAU205,PD,RLM,100
ITAU205,PM,FYA,70
ITAU205,Co-PM,DGS,30
ITAU206,PD,TSR,100
ITAU206,PM,JQV,70
ITAU206,Co-PM,WNA,30
ITAU207,PD,NFI,100
ITAU207,PM,TSR,100
ITAU208,PD,JQV,70
ITAU208,Co-PD,DLP,30
ITAU208,PM,NFI,70
ITAU208,Co-PM,IFS,30
ITAU209,PD,AMF,60
ITAU209,Co-PD,DLP,40
ITAU209,PM,TSR,100
ITAU210,PD,DLP,100
ITAU210,PM,NFI,70
ITAU210,Co-PM,AMF,30
ITAU211,PD,OMW,100
ITAU211,PM,WNA,60
ITAU211,Co-PM,NFI,40
ITAU212,PD,TSR,70
ITAU212,Co-PD,DTP,30
ITAU212,PM,JQV,100
ITAU213,PD,WNA,100
ITAU213,PM,HZR,100
ITAU214,PD,HZR,100
ITAU214,PM,OMW,100
ITAU215,PD,IFI,100
ITAU215,PM,DTP,100
ITAU216,PD,OMW,100
ITAU216,PM,IFI,100
ITAU217,PD,DGS,100
ITAU217,PM,DTP,70
ITAU217,Co-PM,AMF,30
ITAU218,PD,HZR,100
ITAU218,PM,FYA,60
ITAU218,Co-PM,JQV,40
ITAU219,PD,HZR,100
ITAU219,PM,DGS,100
ITAU220,PD,FYA,60
ITAU220,Co-PD,DLP,40
ITAU220,PM,IFI,100
ITAU221,PD,AMF,70
ITAU221,Co-PD,IFI,30
ITAU221,PM,RLM,70
ITAU221,Co-PM,FYA,30
ITAU222,PD,IFI,100
ITAU222,PM,JQV,100
ITAU223,PD,DGS,70
ITAU223,Co-PD,TSR,30
ITAU223,PM,OMW,100
ITAU224,PD,IFI,100
ITAU224,PM,WNA,70
ITAU224,Co-PM,FYA,30
ITAU224A,PD,FYA,60
ITAU224A,Co-PD,WNA,40
ITAU224A,PM,OMW,70
ITAU224A,Co-PM,DGS,30
ITAU225,PD,FYA,100
ITAU225,PM,RLM,70
ITAU225,Co-PM,JQV,30
ITAU226,PD,TLW,60
ITAU226,Co-PD,OMW,40
ITAU226,PM,RLM,60
ITAU226,Co-PM,FYA,40
ITAU227,PD,IFS,60
ITAU227,Co-PD,IFI,40
ITAU227,PM,IFI,60
ITAU227,Co-PM,JQV,40
ITAU228,PD,OMW,100
ITAU228,PM,WNA,100
ITAU229,PD,RLM,100
ITAU229,PM,NFI,100
ITAU230,PD,AMF,100
ITAU230,PM,HZR,100
ITAU231,PD,WNA,60
ITAU231,Co-PD,RLM,40
ITAU231,PM,DLP,100
ITAU232,PD,DLP,70
ITAU232,Co-PD,IFS,30
ITAU232,PM,AMF,100
ITAU233,PD,IFI,60
ITAU233,Co-PD,IFS,40
ITAU233,PM,DLP,100
ITAU234,PD,JQV,100
ITAU234,PM,DLP,100
ITAU235,PD,TLW,100
ITAU235,PM,WNA,60
ITAU235,Co-PM,OMW,40
ITAU236,PD,IFS,60
ITAU236,Co-PD,TLW,40
ITAU236,PM,RLM,70
ITAU236,Co-PM,FYA,30
ITAU237,PD,JQV,70
ITAU237,Co-PD,DLP,30
ITAU237,PM,OMW,70
ITAU237,Co-PM,DLP,30
ITAU238,PD,HZR,100
ITAU238,PM,TLW,70
ITAU238,Co-PM,OMW,30
ITAU239,PD,RLM,60
ITAU239,Co-PD,AMF,40
ITAU239,PM,TSR,100
ITAU240,PD,OMW,60
ITAU240,Co-PD,TLW,40
ITAU240,PM,DLP,100
ITAU241,PD,AMF,100
ITAU241,PM,IFI,100
ITAU242,PD,TSR,60
ITAU242,Co-PD,IFS,40
ITAU242,PM,IFS,70
ITAU242,Co-PM,NFI,30
ITAU243,PD,RLM,60
ITAU243,Co-PD,FYA,40
ITAU243,PM,AMF,100
ITAU244,PD,OMW,100
ITAU244,PM,HZR,60
ITAU244,Co-PM,WNA,40
ITAU245,PD,IFI,70
ITAU245,Co-PD,RLM,30
ITAU245,PM,DTP,100
ITAU246,PD,OMW,100
ITAU246,PM,DTP,70
ITAU246,Co-PM,IFI,30
ITAU247,PD,IFS,70
ITAU247,Co-PD,AMF,30
ITAU247,PM,NFI,100
ITAU248,PD,OMW,70
ITAU248,Co-PD,IFS,30
ITAU248,PM,DGS,100
ITAU249,PD,DTP,70
ITAU249,Co-PD,TSR,30
ITAU249,PM,HZR,100
ITAU250,PD,IFS,60
ITAU250,Co-PD,AMF,40
ITAU250,PM,NFI,70
ITAU250,Co-PM,IFI,30
ITAU251,PD,OMW,70
ITAU251,Co-PD,DTP,30
ITAU251,PM,JQV,100
ITAU252,PD,WNA,60
ITAU252,Co-PD,TSR,40
ITAU252,PM,DGS,100
ITAU253,PD,JQV,60
ITAU253,Co-PD,IFI,40
ITAU253,PM,OMW,60
ITAU253,Co-PM,IFS,40
ITAU254,PD,NFI,100
ITAU254,PM,TSR,100
ITAU255,PD,IFI,100
ITAU255,PM,DTP,100
ITAU256,PD,OMW,100
ITAU256,PM,IFI,70
ITAU256,Co-PM,TSR,30
ITAU257,PD,TSR,100
ITAU257,PM,WNA,100
ITAU258,PD,DLP,100
ITAU258,PM,HZR,60
ITAU258,Co-PM,TSR,40
ITAU259,PD,AMF,100
ITAU259,PM,DTP,100
ITAU260,PD,NFI,100
ITAU260,PM,AMF,100
ITAU260A,PD,WNA,60
ITAU260A,Co-PD,NFI,40
ITAU260A,PM,FYA,100
ITAU260B,PD,DTP,70
ITAU260B,Co-PD,FYA,30
ITAU260B,PM,RLM,100
ITAU261,PD,TLW,100
ITAU261,PM,RLM,100
ITAU262,PD,NFI,60
ITAU262,Co-PD,FYA,40
ITAU262,PM,DGS,60
ITAU262,Co-PM,WNA,40
ITAU263,PD,FYA,60
ITAU263,Co-PD,IFS,40
ITAU263,PM,WNA,60
ITAU263,Co-PM,DGS,40
ITAU264,PD,RLM,100
ITAU264,PM,NFI,70
ITAU264,Co-PM,TLW,30
ITAU265,PD,IFS,100
ITAU265,PM,RLM,60
ITAU265,Co-PM,FYA,40
ITAU266,PD,FYA,70
ITAU266,Co-PD,OMW,30
ITAU266,PM,TLW,100
ITAU267,PD,NFI,60
ITAU267,Co-PD,JQV,40
ITAU267,PM,TSR,100
ITAU268,PD,TLW,100
ITAU268,PM,JQV,100
ITAU269,PD,TLW,60
ITAU269,Co-PD,DGS,40
ITAU269,PM,IFI,60
ITAU269,Co-PM,AMF,40
ITAU270,PD,IFI,100
ITAU270,PM,IFS,100
ITAU271,PD,DTP,100
ITAU271,PM,HZR,100
ITAU272,PD,DGS,100
ITAU272,PM,RLM,70
ITAU272,Co-PM,IFI,30
ITAU273,PD,DLP,100
ITAU273,PM,DTP,60
ITAU273,Co-PM,IFS,40
ITAU274,PD,DTP,100
ITAU274,PM,JQV,100
ITAU275,PD,HZR,70
ITAU275,Co-PD,TLW,30
ITAU275,PM,DTP,100
ITAU276,PD,OMW,60
ITAU276,Co-PD,IFS,40
ITAU276,PM,IFS,100
ITAU277,PD,DTP,100
ITAU277,PM,RLM,100
ITAU278,PD,RLM,100
ITAU278,PM,IFI,70
ITAU278,Co-PM,DLP,30
ITAU279,PD,NFI,60
ITAU279,Co-PD,IFS,40
ITAU279,PM,HZR,60
ITAU279,Co-PM,DGS,40
ITAU280,PD,DLP,60
ITAU280,Co-PD,TLW,40
ITAU280,PM,AMF,70
ITAU280,Co-PM,DGS,30
ITAU281,PD,FYA,100
ITAU281,PM,HZR,70
ITAU281,Co-PM,JQV,30
ITAU282,PD,DLP,60
ITAU282,Co-PD,TLW,40
ITAU282,PM,DTP,100
ITAU283,PD,JQV,60
ITAU283,Co-PD,TLW,40
ITAU283,PM,AMF,100
ITAU284,PD,IFS,100
ITAU284,PM,DLP,100
ITAU285,PD,HZR,60
ITAU285,Co-PD,NFI,40
ITAU285,PM,FYA,60
ITAU285,Co-PM,DLP,40
ITAU286,PD,HZR,100
ITAU286,PM,AMF,70
ITAU286,Co-PM,TSR,30
ITAU287,PD,NFI,100
ITAU287,PM,DGS,100
ITAU288,PD,DGS,60
ITAU288,Co-PD,DLP,40
ITAU288,PM,IFI,100
ITAU289,PD,IFS,100
ITAU289,PM,OMW,100
ITAU290,PD,WNA,70
ITAU290,Co-PD,DGS,30
ITAU290,PM,DGS,100
ITAU291,PD,JQV,60
ITAU291,Co-PD,RLM,40
ITAU291,PM,DTP,70
ITAU291,Co-PM,FYA,30
ITAU292A,PD,TSR,100
ITAU292A,PM,AMF,100
ITAU292B,PD,OMW,100
ITAU292B,PM,TSR,60
ITAU292B,Co-PM,FYA,40
ITAU292C,PD,TLW,60
ITAU292C,Co-PD,IFS,40
ITAU292C,PM,OMW,60
ITAU292C,Co-PM,JQV,40
ITAU292D,PD,DLP,100
ITAU292D,PM,TSR,100
ITAU292E,PD,JQV,70
ITAU292E,Co-PD,FYA,30
ITAU292E,PM,OMW,100
ITAU292F,PD,AMF,60
ITAU292F,Co-PD,OMW,40
ITAU292F,PM,TSR,60
ITAU292F,Co-PM,DTP,40
ITAU292G,PD,TLW,70
ITAU292G,Co-PD,FYA,30
ITAU292G,PM,IFI,60
ITAU292G,Co-PM,WNA,40
ITAU292H,PD,WNA,100
ITAU292H,PM,OMW,60
ITAU292H,Co-PM,DLP,40
ITAU292I,PD,WNA,60
ITAU292I,Co-PD,AMF,40
ITAU292I,PM,HZR,60
ITAU292I,Co-PM,FYA,40
ITAU292J,PD,OMW,100
ITAU292J,PM,RLM,100
ITAU292K,PD,HZR,100
ITAU292K,PM,NFI,100
ITAU292L,PD,IFI,100
ITAU292L,PM,NFI,60
ITAU292L,Co-PM,OMW,40
ITAU293,PD,TLW,60
ITAU293,Co-PD,IFI,40
ITAU293,PM,FYA,70
ITAU293,Co-PM,IFS,30
ITAU294,PD,TSR,60
ITAU294,Co-PD,NFI,40
ITAU294,PM,AMF,100
ITAU295,PD,TLW,70
ITAU295,Co-PD,FYA,30
ITAU295,PM,OMW,60
ITAU295,Co-PM,JQV,40
ITAU296,PD,RLM,100
ITAU296,PM,TLW,70
ITAU296,Co-PM,JQV,30
ITAU297,PD,FYA,70
ITAU297,Co-PD,RLM,30
ITAU297,PM,WNA,60
ITAU297,Co-PM,TLW,40
ITAU298,PD,FYA,100
ITAU298,PM,JQV,70
ITAU298,Co-PM,AMF,30
ITAU299,PD,TSR,60
ITAU299,Co-PD,HZR,40
ITAU299,PM,OMW,70
ITAU299,Co-PM,JQV,30
ITAU300,PD,IFS,100
ITAU300,PM,IFI,100
ITAU301,PD,WNA,60
ITAU301,Co-PD,RLM,40
ITAU301,PM,RLM,60
ITAU301,Co-PM,HZR,40
ITAU302,PD,DGS,100
ITAU302,PM,HZR,100
ITAU303,PD,RLM,70
ITAU303,Co-PD,TLW,30
ITAU303,PM,AMF,70
ITAU303,Co-PM,FYA,30
ITAU304,PD,JQV,70
ITAU304,Co-PD,OMW,30
ITAU304,PM,TLW,100
ITAU305,PD,TLW,100
ITAU305,PM,IFS,100
ITAU306,PD,HZR,100
ITAU306,PM,OMW,100
ITAU307,PD,RLM,100
ITAU307,PM,JQV,100
ITAU308,PD,WNA,100
ITAU308,PM,DLP,60
ITAU308,Co-PM,FYA,40
ITAU309,PD,IFI,100
ITAU309,PM,DTP,100
ITAU310,PD,AMF,100
ITAU310,PM,OMW,100
ITAU311,PD,TSR,100
ITAU311,PM,TLW,60
ITAU311,Co-PM,DLP,40
ITAU312,PD,NFI,100
ITAU312,PM,IFS,100
ITAU313,PD,JQV,100
ITAU313,PM,TLW,70
ITAU313,Co-PM,WNA,30
ITAU314,PD,TSR,100
ITAU314,PM,WNA,70
ITAU314,Co-PM,TLW,30
ITAU315,PD,DLP,100
ITAU315,PM,RLM,60
ITAU315,Co-PM,TSR,40
ITAU316,PD,TLW,100
ITAU316,PM,IFS,70
ITAU316,Co-PM,WNA,30
ITAU317,PD,TLW,100
ITAU317,PM,WNA,70
ITAU317,Co-PM,FYA,30
ITAU318,PD,RLM,100
ITAU318,PM,DTP,100
ITAU319,PD,AMF,70
ITAU319,Co-PD,DGS,30
ITAU319,PM,RLM,70
ITAU319,Co-PM,IFI,30
ITAU320,PD,TSR,100
ITAU320,PM,WNA,70
ITAU320,Co-PM,TLW,30
ITAU321,PD,IFI,100
ITAU321,PM,TLW,70
ITAU321,Co-PM,DGS,30
ITAU322,PD,TLW,100
ITAU322,PM,OMW,70
ITAU322,Co-PM,NFI,30
ITAU323,PD,FYA,100
ITAU323,PM,DGS,100
ITAU324,PD,IFS,70
ITAU324,Co-PD,HZR,30
ITAU324,PM,TSR,70
ITAU324,Co-PM,WNA,30
ITAU325,PD,FYA,100
ITAU325,PM,WNA,100
ITAU326,PD,AMF,60
ITAU326,Co-PD,OMW,40
ITAU326,PM,IFS,60
ITAU326,Co-PM,TSR,40
ITAU327,PD,IFS,60
ITAU327,Co-PD,JQV,40
ITAU327,PM,AMF,100
ITAU328,PD,AMF,70
ITAU328,Co-PD,DLP,30
ITAU328,PM,FYA,70
ITAU328,Co-PM,OMW,30
ITAU328A,PD,WNA,70
ITAU328A,Co-PD,AMF,30
ITAU328A,PM,AMF,60
ITAU328A,Co-PM,IFI,40
ITAU329,PD,AMF,100
ITAU329,PM,JQV,100
ITAU330,PD,IFI,100
ITAU330,PM,WNA,60
ITAU330,Co-PM,NFI,40
ITAU331,PD,DGS,60
ITAU331,Co-PD,DTP,40
ITAU331,PM,DTP,60
ITAU331,Co-PM,FYA,40
ITAU332,PD,WNA,100
ITAU332,PM,TLW,60
ITAU332,Co-PM,IFS,40
ITAU333,PD,JQV,100
ITAU333,PM,TLW,70
ITAU333,Co-PM,AMF,30
ITAU334,PD,RLM,100
ITAU334,PM,FYA,60
ITAU334,Co-PM,NFI,40
ITAU335,PD,IFI,100
ITAU335,PM,AMF,100
ITAU336,PD,RLM,70
ITAU336,Co-PD,WNA,30
ITAU336,PM,IFS,60
ITAU336,Co-PM,HZR,40
ITAU337,PD,WNA,100
ITAU337,PM,DTP,100
ITAU338,PD,TLW,100
ITAU338,PM,OMW,70
ITAU338,Co-PM,RLM,30
ITAU339,PD,FYA,100
ITAU339,PM,DTP,70
ITAU339,Co-PM,TLW,30
ITAU340,PD,TLW,100
ITAU340,PM,DLP,100
ITAU341,PD,NFI,60
ITAU341,Co-PD,RLM,40
ITAU341,PM,HZR,100
ITAU342,PD,AMF,70
ITAU342,Co-PD,IFS,30
ITAU342,PM,DGS,70
ITAU342,Co-PM,NFI,30
ITAU343,PD,IFS,70
ITAU343,Co-PD,FYA,30
ITAU343,PM,TSR,100
ITAU344,PD,FYA,70
ITAU344,Co-PD,TSR,30
ITAU344,PM,IFI,100
ITAU345,PD,RLM,60
ITAU345,Co-PD,DTP,40
ITAU345,PM,HZR,100
ITAU345A,PD,JQV,100
ITAU345A,PM,NFI,70
ITAU345A,Co-PM,OMW,30
ITAU346,PD,RLM,100
ITAU346,PM,OMW,60
ITAU346,Co-PM,AMF,40
ITAU347,PD,AMF,70
ITAU347,Co-PD,TLW,30
ITAU347,PM,JQV,100
ITAU348,PD,RLM,60
ITAU348,Co-PD,WNA,40
ITAU348,PM,JQV,100
ITAU349,PD,TSR,60
ITAU349,Co-PD,WNA,40
ITAU349,PM,AMF,70
ITAU349,Co-PM,HZR,30
ITAU350,PD,JQV,100
ITAU350,PM,AMF,100
ITAU351,PD,TSR,100
ITAU351,PM,DGS,100
ITAU352,PD,NFI,100
ITAU352,PM,HZR,60
ITAU352,Co-PM,TSR,40
ITAU353,PD,DGS,70
ITAU353,Co-PD,WNA,30
ITAU353,PM,IFS,100
ITAU354,PD,RLM,70
ITAU354,Co-PD,AMF,30
ITAU354,PM,DTP,60
ITAU354,Co-PM,HZR,40
ITAU355,PD,DTP,70
ITAU355,Co-PD,HZR,30
ITAU355,PM,WNA,70
ITAU355,Co-PM,TLW,30
ITAU356,PD,JQV,100
ITAU356,PM,AMF,70
ITAU356,Co-PM,FYA,30
ITAU357,PD,AMF,60
ITAU357,Co-PD,DLP,40
ITAU357,PM,JQV,100
ITAU358,PD,IFI,60
ITAU358,Co-PD,JQV,40
ITAU358,PM,RLM,100
ITAU359,PD,NFI,70
ITAU359,Co-PD,DLP,30
ITAU359,PM,DTP,70
ITAU359,Co-PM,IFI,30
ITAU360,PD,IFS,60
ITAU360,Co-PD,JQV,40
ITAU360,PM,DTP,70
ITAU360,Co-PM,OMW,30
ITAU361,PD,DGS,60
ITAU361,Co-PD,IFI,40
ITAU361,PM,DLP,70
ITAU361,Co-PM,IFI,30
ITAU362,PD,DLP,70
ITAU362,Co-PD,TSR,30
ITAU362,PM,TLW,100
ITAU363,PD,RLM,100
ITAU363,PM,AMF,100
ITAU364,PD,IFI,70
ITAU364,Co-PD,AMF,30
ITAU364,PM,AMF,100
ITAU365,PD,TLW,70
ITAU365,Co-PD,NFI,30
ITAU365,PM,OMW,100
ITAU366,PD,TLW,100
ITAU366,PM,DLP,100
ITAU367,PD,IFI,100
ITAU367,PM,AMF,100
ITAU368,PD,TSR,100
ITAU368,PM,OMW,100
ITAU369,PD,NFI,70
ITAU369,Co-PD,DLP,30
ITAU369,PM,IFS,100
ITAU370,PD,JQV,100
ITAU370,PM,DGS,100
ITAU371,PD,DTP,100
ITAU371,PM,JQV,100
ITAU372,PD,NFI,100
ITAU372,PM,IFS,60
ITAU372,Co-PM,TLW,40
ITAU373,PD,AMF,70
ITAU373,Co-PD,DGS,30
ITAU373,PM,TLW,60
ITAU373,Co-PM,NFI,40
ITAU374,PD,AMF,100
ITAU374,PM,WNA,100
ITAU375,PD,DTP,100
ITAU375,PM,OMW,60
ITAU375,Co-PM,JQV,40
ITAU376,PD,TSR,100
ITAU376,PM,IFI,100
ITAU377,PD,RLM,70
ITAU377,Co-PD,IFS,30
ITAU377,PM,DTP,70
ITAU377,Co-PM,DLP,30
ITAU378,PD,RLM,60
ITAU378,Co-PD,FYA,40
ITAU378,PM,OMW,100
ITAU379,PD,DLP,100
ITAU379,PM,IFS,100
ITAU380,PD,FYA,70
ITAU380,Co-PD,DLP,30
ITAU380,PM,DGS,60
ITAU380,Co-PM,OMW,40
ITAU381,PD,IFS,100
ITAU381,PM,HZR,100
ITAU382,PD,AMF,60
ITAU382,Co-PD,RLM,40
ITAU382,PM,RLM,100
ITAU383,PD,NFI,60
ITAU383,Co-PD,DLP,40
ITAU383,PM,DLP,70
ITAU383,Co-PM,JQV,30
ITAU384,PD,FYA,100
ITAU384,PM,JQV,100
ITAU385,PD,DLP,70
ITAU385,Co-PD,NFI,30
ITAU385,PM,NFI,60
ITAU385,Co-PM,TLW,40
ITAU386,PD,IFI,60
ITAU386,Co-PD,RLM,40
ITAU386,PM,RLM,100
ITAU387,PD,RLM,100
ITAU387,PM,TSR,100
ITAU388,PD,FYA,100
ITAU388,PM,TSR,100
ITAU389,PD,IFS,100
ITAU389,PM,TLW,70
ITAU389,Co-PM,TSR,30
ITAU390,PD,TLW,100
ITAU390,PM,IFI,70
ITAU390,Co-PM,TSR,30
ITAU391,PD,HZR,100
ITAU391,PM,JQV,70
ITAU391,Co-PM,RLM,30
ITAU392,PD,DTP,100
ITAU392,PM,DLP,60
ITAU392,Co-PM,IFS,40
ITAU393,PD,OMW,100
ITAU393,PM,IFI,100
ITAU394,PD,DGS,60
ITAU394,Co-PD,RLM,40
ITAU394,PM,NFI,60
ITAU394,Co-PM,TLW,40
ITAU395,PD,FYA,100
ITAU395,PM,AMF,70
