Job Code,Position,Employee,Time Contribution (hours)
ITAU118,PM,WNA,40
ITAU119,PD,IFI,40
ITAU119,PM,DLP,40
ITAU120,PD,NFI,40
ITAU120,PM,OMW,40
ITAU121,PD,OMW,24
ITAU121,Co-PD,IFS,16
ITAU121,PM,NFI,24
ITAU121,Co-PM,DLP,16
ITAU122,PD,NFI,24
ITAU122,Co-PD,DLP,16
ITAU122,PM,DGS,24
ITAU122,Co-PM,DTP,16
ITAU123,PD,HZR,40
ITAU123,PM,JQV,40
ITAU124,PD,RLM,40
ITAU124,PM,TLW,40
ITAU125,PD,HZR,28
ITAU125,Co-PD,FYA,12
ITAU125,PM,DGS,24
ITAU125,Co-PM,JQV,16
ITAU126,PD,DLP,40
ITAU126,PM,FYA,28
ITAU126,Co-PM,DTP,12
ITAU127,PD,OMW,40
ITAU127,PM,AMF,24
ITAU127,Co-PM,DLP,16
ITAU128,PD,IFS,40
ITAU128,PM,JQV,40
ITAU129,PD,NFI,40
ITAU129,PM,TSR,24
ITAU129,Co-PM,JQV,16
ITAU130,PD,NFI,40
ITAU130,PM,IFI,40
ITAU131,PD,DLP,40
ITAU131,PM,OMW,28
ITAU131,Co-PM,AMF,12
ITAU132,PD,OMW,40
ITAU132,PM,DTP,40
ITAU132A,PD,TSR,24
ITAU132A,Co-PD,DTP,16
ITAU132A,PM,DGS,28
ITAU132A,Co-PM,NFI,12
ITAU133,PD,RLM,40
ITAU133,PM,DGS,24
ITAU133,Co-PM,DTP,16
ITAU134,PD,WNA,28
ITAU134,Co-PD,JQV,12
ITAU134,PM,HZR,40
ITAU135,PD,TLW,40
ITAU135,PM,WNA,40
ITAU136,PD,RLM,24
ITAU136,Co-PD,JQV,16
ITAU136,PM,DTP,28
ITAU136,Co-PM,DLP,12
ITAU137,PD,HZR,24
ITAU137,Co-PD,FYA,16
ITAU137,PM,DGS,40
ITAU138,PD,FYA,28
ITAU138,Co-PD,JQV,12
ITAU138,PM,TSR,28
ITAU138,Co-PM,HZR,12
ITAU139,PD,DGS,40
ITAU139,PM,FYA,24
ITAU139,Co-PM,OMW,16
ITAU140,PD,HZR,24
ITAU140,Co-PD,TLW,16
ITAU140,PM,TSR,40
ITAU141,PD,TLW,40
ITAU141,PM,TSR,40
ITAU142,PD,WNA,24
ITAU142,Co-PD,DLP,16
ITAU142,PM,DLP,24
ITAU142,Co-PM,NFI,16
ITAU143,PD,TSR,24
ITAU143,Co-PD,OMW,16
ITAU143,PM,FYA,24
ITAU143,Co-PM,DGS,16
ITAU144,PD,IFI,40
ITAU144,PM,OMW,24
ITAU144,Co-PM,DGS,16
ITAU145,PD,IFS,40
ITAU145,PM,FYA,40
ITAU146,PD,RLM,40
ITAU146,PM,DLP,40
ITAU147,PD,OMW,28
ITAU147,Co-PD,DGS,12
ITAU147,PM,DTP,24
ITAU147,Co-PM,JQV,16
ITAU148,PD,DTP,24
ITAU148,Co-PD,FYA,16
ITAU148,PM,OMW,28
ITAU148,Co-PM,JQV,12
ITAU149,PD,IFS,24
ITAU149,Co-PD,TLW,16
ITAU149,PM,TSR,28
ITAU149,Co-PM,DLP,12
ITAU150,PD,WNA,24
ITAU150,Co-PD,TSR,16
ITAU150,PM,NFI,40
ITAU151,PD,DTP,40
ITAU151,PM,WNA,40
ITAU152,PD,HZR,40
ITAU152,PM,FYA,40
ITAU153,PD,JQV,24
ITAU153,Co-PD,IFS,16
ITAU153,PM,RLM,40
ITAU154,PD,TLW,28
ITAU154,Co-PD,IFI,12
ITAU154,PM,WNA,24
ITAU154,Co-PM,DGS,16
ITAU155,PD,DLP,40
ITAU155,PM,HZR,40
ITAU156,PD,AMF,24
ITAU156,Co-PD,DLP,16
ITAU156,PM,FYA,40
ITAU157,PD,JQV,40
ITAU157,PM,RLM,40
ITAU158,PD,RLM,28
ITAU158,Co-PD,NFI,12
ITAU158,PM,NFI,40
ITAU159,PD,NFI,40
ITAU159,PM,DTP,24
ITAU159,Co-PM,JQV,16
ITAU160,PD,TLW,40
ITAU160,PM,IFS,28
ITAU160,Co-PM,DLP,12
ITAU161,PD,FYA,24
ITAU161,Co-PD,RLM,16
ITAU161,PM,IFS,28
ITAU161,Co-PM,TLW,12
ITAU162,PD,IFI,40
ITAU162,PM,JQV,24
ITAU162,Co-PM,WNA,16
ITAU163,PD,IFI,40
ITAU163,PM,DGS,40
ITAU164,PD,IFS,24
ITAU164,Co-PD,IFI,16
ITAU164,PM,WNA,40
ITAU165,PD,DTP,40
ITAU165,PM,IFS,28
ITAU165,Co-PM,NFI,12
ITAU166,PD,TSR,40
ITAU166,PM,NFI,24
ITAU166,Co-PM,AMF,16
ITAU167,PD,DGS,24
ITAU167,Co-PD,NFI,16
ITAU167,PM,IFI,40
ITAU168,PD,IFS,40
ITAU168,PM,WNA,40
ITAU169,PD,IFS,40
ITAU169,PM,IFI,24
ITAU169,Co-PM,JQV,16
ITAU170,PD,DGS,40
ITAU170,PM,DTP,40
ITAU171,PD,DTP,24
ITAU171,Co-PD,JQV,16
ITAU171,PM,JQV,24
ITAU171,Co-PM,AMF,16
ITAU172,PD,IFS,40
ITAU172,PM,TLW,40
ITAU173,PD,WNA,24
ITAU173,Co-PD,FYA,16
ITAU173,PM,NFI,40
ITAU174,PD,AMF,28
ITAU174,Co-PD,TLW,12
ITAU174,PM,RLM,24
ITAU174,Co-PM,TLW,16
ITAU175,PD,TLW,28
ITAU175,Co-PD,TSR,12
ITAU175,PM,TSR,40
ITAU176,PD,TSR,40
ITAU176,PM,HZR,28
ITAU176,Co-PM,TLW,12
ITAU177,PD,RLM,28
ITAU177,Co-PD,WNA,12
ITAU177,PM,TSR,24
ITAU177,Co-PM,DLP,16
ITAU178,PD,TLW,28
ITAU178,Co-PD,DLP,12
ITAU178,PM,FYA,40
ITAU179,PD,DGS,40
ITAU179,PM,NFI,40
ITAU180,PD,HZR,24
ITAU180,Co-PD,TSR,16
ITAU180,PM,NFI,40
ITAU181,PD,TLW,40
ITAU181,PM,WNA,24
ITAU181,Co-PM,FYA,16
ITAU182,PD,DTP,24
ITAU182,Co-PD,TLW,16
ITAU182,PM,FYA,28
ITAU182,Co-PM,TLW,12
ITAU183,PD,DTP,24
ITAU183,Co-PD,AMF,16
ITAU183,PM,TSR,40
ITAU184,PD,DGS,24
ITAU184,Co-PD,IFI,16
ITAU184,PM,JQV,24
ITAU184,Co-PM,OMW,16
ITAU185,PD,DTP,28
ITAU185,Co-PD,AMF,12
ITAU185,PM,OMW,40
ITAU186,PD,DLP,24
ITAU186,Co-PD,WNA,16
ITAU186,PM,HZR,40
ITAU187,PD,AMF,40
ITAU187,PM,IFI,40
ITAU188,PD,OMW,24
ITAU188,Co-PD,TSR,16
ITAU188,PM,DGS,24
ITAU188,Co-PM,AMF,16
ITAU189,PD,WNA,28
ITAU189,Co-PD,DTP,12
ITAU189,PM,RLM,24
ITAU189,Co-PM,TLW,16
ITAU190,PD,IFI,40
ITAU190,PM,IFS,24
ITAU190,Co-PM,JQV,16
ITAU191,PD,IFI,24
ITAU191,Co-PD,AMF,16
ITAU191,PM,AMF,24
ITAU191,Co-PM,IFS,16
ITAU192,PD,JQV,40
ITAU192,PM,TLW,40
ITAU193,PD,TSR,24
ITAU193,Co-PD,DLP,16
ITAU193,PM,AMF,28
ITAU193,Co-PM,DGS,12
ITAU194,PD,IFS,28
ITAU194,Co-PD,JQV,12
ITAU194,PM,RLM,28
ITAU194,Co-PM,TLW,12
ITAU195,PD,WNA,40
ITAU195,PM,AMF,40
ITAU196,PD,OMW,28
ITAU196,Co-PD,JQV,12
ITAU196,PM,DTP,40
ITAU197,PD,JQV,24
ITAU197,Co-PD,DTP,16
ITAU197,PM,TSR,28
ITAU197,Co-PM,TLW,12
ITAU198,PD,OMW,40
ITAU198,PM,AMF,40
ITAU199,PD,DGS,40
ITAU199,PM,JQV,28
ITAU199,Co-PM,IFI,12
ITAU200,PD,WNA,24
ITAU200,Co-PD,JQV,16
ITAU200,PM,IFS,24
ITAU200,Co-PM,IFI,16
ITAU201,PD,HZR,40
ITAU201,PM,WNA,24
ITAU201,Co-PM,DGS,16
ITAU202,PD,IFS,24
ITAU202,Co-PD,NFI,16
ITAU202,PM,WNA,24
ITAU202,Co-PM,FYA,16
ITAU203,PD,JQV,24
ITAU203,Co-PD,RLM,16
ITAU203,PM,TSR,24
ITAU203,Co-PM,IFS,16
ITAU204,PD,FYA,24
ITAU204,Co-PD,JQV,16
ITAU204,PM,TLW,40
ITAU205,PD,RLM,40
ITAU205,PM,FYA,28
ITAU205,Co-PM,DGS,12
ITAU206,PD,TSR,40
ITAU206,PM,JQV,28
ITAU206,Co-PM,WNA,12
ITAU207,PD,NFI,40
ITAU207,PM,TSR,40
ITAU208,PD,JQV,28
ITAU208,Co-PD,DLP,12
ITAU208,PM,NFI,28
ITAU208,Co-PM,IFS,12
ITAU209,PD,AMF,24
ITAU209,Co-PD,DLP,16
ITAU209,PM,TSR,40
ITAU210,PD,DLP,40
ITAU210,PM,NFI,28
ITAU210,Co-PM,AMF,12
ITAU211,PD,OMW,40
ITAU211,PM,WNA,24
ITAU211,Co-PM,NFI,16
ITAU212,PD,TSR,28
ITAU212,Co-PD,DTP,12
ITAU212,PM,JQV,40
ITAU213,PD,WNA,40
ITAU213,PM,HZR,40
ITAU214,PD,HZR,40
ITAU214,PM,OMW,40
ITAU215,PD,IFI,40
ITAU215,PM,DTP,40
ITAU216,PD,OMW,40
ITAU216,PM,IFI,40
ITAU217,PD,DGS,40
ITAU217,PM,DTP,28
ITAU217,Co-PM,AMF,12
ITAU218,PD,HZR,40
ITAU218,PM,FYA,24
ITAU218,Co-PM,JQV,16
ITAU219,PD,HZR,40
ITAU219,PM,DGS,40
ITAU220,PD,FYA,24
ITAU220,Co-PD,DLP,16
ITAU220,PM,IFI,40
ITAU221,PD,AMF,28
ITAU221,Co-PD,IFI,12
ITAU221,PM,RLM,28
ITAU221,Co-PM,FYA,12
ITAU222,PD,IFI,40
ITAU222,PM,JQV,40
ITAU223,PD,DGS,28
ITAU223,Co-PD,TSR,12
ITAU223,PM,OMW,40
ITAU224,PD,IFI,40
ITAU224,PM,WNA,28
ITAU224,Co-PM,FYA,12
ITAU224A,PD,FYA,24
ITAU224A,Co-PD,WNA,16
ITAU224A,PM,OMW,28
ITAU224A,Co-PM,DGS,12
ITAU225,PD,FYA,40
ITAU225,PM,RLM,28
ITAU225,Co-PM,JQV,12
ITAU226,PD,TLW,24
ITAU226,Co-PD,OMW,16
ITAU226,PM,RLM,24
ITAU226,Co-PM,FYA,16
ITAU227,PD,IFS,24
ITAU227,Co-PD,IFI,16
ITAU227,PM,IFI,24
ITAU227,Co-PM,JQV,16
ITAU228,PD,OMW,40
ITAU228,PM,WNA,40
ITAU229,PD,RLM,40
ITAU229,PM,NFI,40
ITAU230,PD,AMF,40
ITAU230,PM,HZR,40
ITAU231,PD,WNA,24
ITAU231,Co-PD,RLM,16
ITAU231,PM,DLP,40
ITAU232,PD,DLP,28
ITAU232,Co-PD,IFS,12
ITAU232,PM,AMF,40
ITAU233,PD,IFI,24
ITAU233,Co-PD,IFS,16
ITAU233,PM,DLP,40
ITAU234,PD,JQV,40
ITAU234,PM,DLP,40
ITAU235,PD,TLW,40
ITAU235,PM,WNA,24
ITAU235,Co-PM,OMW,16
ITAU236,PD,IFS,24
ITAU236,Co-PD,TLW,16
ITAU236,PM,RLM,28
ITAU236,Co-PM,FYA,12
ITAU237,PD,JQV,28
ITAU237,Co-PD,DLP,12
ITAU237,PM,OMW,28
ITAU237,Co-PM,DLP,12
ITAU238,PD,HZR,40
ITAU238,PM,TLW,28
ITAU238,Co-PM,OMW,12
ITAU239,PD,RLM,24
ITAU239,Co-PD,AMF,16
ITAU239,PM,TSR,40
ITAU240,PD,OMW,24
ITAU240,Co-PD,TLW,16
ITAU240,PM,DLP,40
ITAU241,PD,AMF,40
ITAU241,PM,IFI,40
ITAU242,PD,TSR,24
ITAU242,Co-PD,IFS,16
ITAU242,PM,IFS,28
ITAU242,Co-PM,NFI,12
ITAU243,PD,RLM,24
ITAU243,Co-PD,FYA,16
ITAU243,PM,AMF,40
ITAU244,PD,OMW,40
ITAU244,PM,HZR,24
ITAU244,Co-PM,WNA,16
ITAU245,PD,IFI,28
ITAU245,Co-PD,RLM,12
ITAU245,PM,DTP,40
ITAU246,PD,OMW,40
ITAU246,PM,DTP,28
ITAU246,Co-PM,IFI,12
ITAU247,PD,IFS,28
ITAU247,Co-PD,AMF,12
ITAU247,PM,NFI,40
ITAU248,PD,OMW,28
ITAU248,Co-PD,IFS,12
ITAU248,PM,DGS,40
ITAU249,PD,DTP,28
ITAU249,Co-PD,TSR,12
ITAU249,PM,HZR,40
ITAU250,PD,IFS,24
ITAU250,Co-PD,AMF,16
ITAU250,PM,NFI,28
ITAU250,Co-PM,IFI,12
ITAU251,PD,OMW,28
ITAU251,Co-PD,DTP,12
ITAU251,PM,JQV,40
ITAU252,PD,WNA,24
ITAU252,Co-PD,TSR,16
ITAU252,PM,DGS,40
ITAU253,PD,JQV,24
ITAU253,Co-PD,IFI,16
ITAU253,PM,OMW,24
ITAU253,Co-PM,IFS,16
ITAU254,PD,NFI,40
ITAU254,PM,TSR,40
ITAU255,PD,IFI,40
ITAU255,PM,DTP,40
ITAU256,PD,OMW,40
ITAU256,PM,IFI,28
ITAU256,Co-PM,TSR,12
ITAU257,PD,TSR,40
ITAU257,PM,WNA,40
ITAU258,PD,DLP,40
ITAU258,PM,HZR,24
ITAU258,Co-PM,TSR,16
ITAU259,PD,AMF,40
ITAU259,PM,DTP,40
ITAU260,PD,NFI,40
ITAU260,PM,AMF,40
ITAU260A,PD,WNA,24
ITAU260A,Co-PD,NFI,16
ITAU260A,PM,FYA,40
ITAU260B,PD,DTP,28
ITAU260B,Co-PD,FYA,12
ITAU260B,PM,RLM,40
ITAU261,PD,TLW,40
ITAU261,PM,RLM,40
ITAU262,PD,NFI,24
ITAU262,Co-PD,FYA,16
ITAU262,PM,DGS,24
ITAU262,Co-PM,WNA,16
ITAU263,PD,FYA,24
ITAU263,Co-PD,IFS,16
ITAU263,PM,WNA,24
ITAU263,Co-PM,DGS,16
ITAU264,PD,RLM,40
ITAU264,PM,NFI,28
ITAU264,Co-PM,TLW,12
ITAU265,PD,IFS,40
ITAU265,PM,RLM,24
ITAU265,Co-PM,FYA,16
ITAU266,PD,FYA,28
ITAU266,Co-PD,OMW,12
ITAU266,PM,TLW,40
ITAU267,PD,NFI,24
ITAU267,Co-PD,JQV,16
ITAU267,PM,TSR,40
ITAU268,PD,TLW,40
ITAU268,PM,JQV,40
ITAU269,PD,TLW,24
ITAU269,Co-PD,DGS,16
ITAU269,PM,IFI,24
ITAU269,Co-PM,AMF,16
ITAU270,PD,IFI,40
ITAU270,PM,IFS,40
ITAU271,PD,DTP,40
ITAU271,PM,HZR,40
ITAU272,PD,DGS,40
ITAU272,PM,RLM,28
ITAU272,Co-PM,IFI,12
ITAU273,PD,DLP,40
ITAU273,PM,DTP,24
ITAU273,Co-PM,IFS,16
ITAU274,PD,DTP,40
ITAU274,PM,JQV,40
ITAU275,PD,HZR,28
ITAU275,Co-PD,TLW,12
ITAU275,PM,DTP,40
ITAU276,PD,OMW,24
ITAU276,Co-PD,IFS,16
ITAU276,PM,IFS,40
ITAU277,PD,DTP,40
ITAU277,PM,RLM,40
ITAU278,PD,RLM,40
ITAU278,PM,IFI,28
ITAU278,Co-PM,DLP,12
ITAU279,PD,NFI,24
ITAU279,Co-PD,IFS,16
ITAU279,PM,HZR,24
ITAU279,Co-PM,DGS,16
ITAU280,PD,DLP,24
ITAU280,Co-PD,TLW,16
ITAU280,PM,AMF,28
ITAU280,Co-PM,DGS,12
ITAU281,PD,FYA,40
ITAU281,PM,HZR,28
ITAU281,Co-PM,JQV,12
ITAU282,PD,DLP,24
ITAU282,Co-PD,TLW,16
ITAU282,PM,DTP,40
ITAU283,PD,JQV,24
ITAU283,Co-PD,TLW,16
ITAU283,PM,AMF,40
ITAU284,PD,IFS,40
ITAU284,PM,DLP,40
ITAU285,PD,HZR,24
ITAU285,Co-PD,NFI,16
ITAU285,PM,FYA,24
ITAU285,Co-PM,DLP,16
ITAU286,PD,HZR,40
ITAU286,PM,AMF,28
ITAU286,Co-PM,TSR,12
ITAU287,PD,NFI,40
ITAU287,PM,DGS,40
ITAU288,PD,DGS,24
ITAU288,Co-PD,DLP,16
ITAU288,PM,IFI,40
ITAU289,PD,IFS,40
ITAU289,PM,OMW,40
ITAU290,PD,WNA,28
ITAU290,Co-PD,DGS,12
ITAU290,PM,DGS,40
ITAU291,PD,JQV,24
ITAU291,Co-PD,RLM,16
ITAU291,PM,DTP,28
ITAU291,Co-PM,FYA,12
ITAU292A,PD,TSR,40
ITAU292A,PM,AMF,40
ITAU292B,PD,OMW,40
ITAU292B,PM,TSR,24
ITAU292B,Co-PM,FYA,16
ITAU292C,PD,TLW,24
ITAU292C,Co-PD,IFS,16
ITAU292C,PM,OMW,24
ITAU292C,Co-PM,JQV,16
ITAU292D,PD,DLP,40
ITAU292D,PM,TSR,40
ITAU292E,PD,JQV,28
ITAU292E,Co-PD,FYA,12
ITAU292E,PM,OMW,40
ITAU292F,PD,AMF,24
ITAU292F,Co-PD,OMW,16
ITAU292F,PM,TSR,24
ITAU292F,Co-PM,DTP,16
ITAU292G,PD,TLW,28
ITAU292G,Co-PD,FYA,12
ITAU292G,PM,IFI,24
ITAU292G,Co-PM,WNA,16
ITAU292H,PD,WNA,40
ITAU292H,PM,OMW,24
ITAU292H,Co-PM,DLP,16
ITAU292I,PD,WNA,24
ITAU292I,Co-PD,AMF,16
ITAU292I,PM,HZR,24
ITAU292I,Co-PM,FYA,16
ITAU292J,PD,OMW,40
ITAU292J,PM,RLM,40
ITAU292K,PD,HZR,40
ITAU292K,PM,NFI,40
ITAU292L,PD,IFI,40
ITAU292L,PM,NFI,24
ITAU292L,Co-PM,OMW,16
ITAU293,PD,TLW,24
ITAU293,Co-PD,IFI,16
ITAU293,PM,FYA,28
ITAU293,Co-PM,IFS,12
ITAU294,PD,TSR,24
ITAU294,Co-PD,NFI,16
ITAU294,PM,AMF,40
ITAU295,PD,TLW,28
ITAU295,Co-PD,FYA,12
ITAU295,PM,OMW,24
ITAU295,Co-PM,JQV,16
ITAU296,PD,RLM,40
ITAU296,PM,TLW,28
ITAU296,Co-PM,JQV,12
ITAU297,PD,FYA,28
ITAU297,Co-PD,RLM,12
ITAU297,PM,WNA,24
ITAU297,Co-PM,TLW,16
ITAU298,PD,FYA,40
ITAU298,PM,JQV,28
ITAU298,Co-PM,AMF,12
ITAU299,PD,TSR,24
ITAU299,Co-PD,HZR,16
ITAU299,PM,OMW,28
ITAU299,Co-PM,JQV,12
ITAU300,PD,IFS,40
ITAU300,PM,IFI,40
ITAU301,PD,WNA,24
ITAU301,Co-PD,RLM,16
ITAU301,PM,RLM,24
ITAU301,Co-PM,HZR,16
ITAU302,PD,DGS,40
ITAU302,PM,HZR,40
ITAU303,PD,RLM,28
ITAU303,Co-PD,TLW,12
ITAU303,PM,AMF,28
ITAU303,Co-PM,FYA,12
ITAU304,PD,JQV,28
ITAU304,Co-PD,OMW,12
ITAU304,PM,TLW,40
ITAU305,PD,TLW,40
ITAU305,PM,IFS,40
ITAU306,PD,HZR,40
ITAU306,PM,OMW,40
ITAU307,PD,RLM,40
ITAU307,PM,JQV,40
ITAU308,PD,WNA,40
ITAU308,PM,DLP,24
ITAU308,Co-PM,FYA,16
ITAU309,PD,IFI,40
ITAU309,PM,DTP,40
ITAU310,PD,AMF,40
ITAU310,PM,OMW,40
ITAU311,PD,TSR,40
ITAU311,PM,TLW,24
ITAU311,Co-PM,DLP,16
ITAU312,PD,NFI,40
ITAU312,PM,IFS,40
ITAU313,PD,JQV,40
ITAU313,PM,TLW,28
ITAU313,Co-PM,WNA,12
ITAU314,PD,TSR,40
ITAU314,PM,WNA,28
ITAU314,Co-PM,TLW,12
ITAU315,PD,DLP,40
ITAU315,PM,RLM,24
ITAU315,Co-PM,TSR,16
ITAU316,PD,TLW,40
ITAU316,PM,IFS,28
ITAU316,Co-PM,WNA,12
ITAU317,PD,TLW,40
ITAU317,PM,WNA,28
ITAU317,Co-PM,FYA,12
ITAU318,PD,RLM,40
ITAU318,PM,DTP,40
ITAU319,PD,AMF,28
ITAU319,Co-PD,DGS,12
ITAU319,PM,RLM,28
ITAU319,Co-PM,IFI,12
ITAU320,PD,TSR,40
ITAU320,PM,WNA,28
ITAU320,Co-PM,TLW,12
ITAU321,PD,IFI,40
ITAU321,PM,TLW,28
ITAU321,Co-PM,DGS,12
ITAU322,PD,TLW,40
ITAU322,PM,OMW,28
ITAU322,Co-PM,NFI,12
ITAU323,PD,FYA,40
ITAU323,PM,DGS,40
ITAU324,PD,IFS,28
ITAU324,Co-PD,HZR,12
ITAU324,PM,TSR,28
ITAU324,Co-PM,WNA,12
ITAU325,PD,FYA,40
ITAU325,PM,WNA,40
ITAU326,PD,AMF,24
ITAU326,Co-PD,OMW,16
ITAU326,PM,IFS,24
ITAU326,Co-PM,TSR,16
ITAU327,PD,IFS,24
ITAU327,Co-PD,JQV,16
ITAU327,PM,AMF,40
ITAU328,PD,AMF,28
ITAU328,Co-PD,DLP,12
ITAU328,PM,FYA,28
ITAU328,Co-PM,OMW,12
ITAU328A,PD,WNA,28
ITAU328A,Co-PD,AMF,12
ITAU328A,PM,AMF,24
ITAU328A,Co-PM,IFI,16
ITAU329,PD,AMF,40
ITAU329,PM,JQV,40
ITAU330,PD,IFI,40
ITAU330,PM,WNA,24
ITAU330,Co-PM,NFI,16
ITAU331,PD,DGS,24
ITAU331,Co-PD,DTP,16
ITAU331,PM,DTP,24
ITAU331,Co-PM,FYA,16
ITAU332,PD,WNA,40
ITAU332,PM,TLW,24
ITAU332,Co-PM,IFS,16
ITAU333,PD,JQV,40
ITAU333,PM,TLW,28
ITAU333,Co-PM,AMF,12
ITAU334,PD,RLM,40
ITAU334,PM,FYA,24
ITAU334,Co-PM,NFI,16
ITAU335,PD,IFI,40
ITAU335,PM,AMF,40
ITAU336,PD,RLM,28
ITAU336,Co-PD,WNA,12
ITAU336,PM,IFS,24
ITAU336,Co-PM,HZR,16
ITAU337,PD,WNA,40
ITAU337,PM,DTP,40
ITAU338,PD,TLW,40
ITAU338,PM,OMW,28
ITAU338,Co-PM,RLM,12
ITAU339,PD,FYA,40
ITAU339,PM,DTP,28
ITAU339,Co-PM,TLW,12
ITAU340,PD,TLW,40
ITAU340,PM,DLP,40
ITAU341,PD,NFI,24
ITAU341,Co-PD,RLM,16
ITAU341,PM,HZR,40
ITAU342,PD,AMF,28
ITAU342,Co-PD,IFS,12
ITAU342,PM,DGS,28
ITAU342,Co-PM,NFI,12
ITAU343,PD,IFS,28
ITAU343,Co-PD,FYA,12
ITAU343,PM,TSR,40
ITAU344,PD,FYA,28
ITAU344,Co-PD,TSR,12
ITAU344,PM,IFI,40
ITAU345,PD,RLM,24
ITAU345,Co-PD,DTP,16
ITAU345,PM,HZR,40
ITAU345A,PD,JQV,40
ITAU345A,PM,NFI,28
ITAU345A,Co-PM,OMW,12
ITAU346,PD,RLM,40
ITAU346,PM,OMW,24
ITAU346,Co-PM,AMF,16
ITAU347,PD,AMF,28
ITAU347,Co-PD,TLW,12
ITAU347,PM,JQV,40
ITAU348,PD,RLM,24
ITAU348,Co-PD,WNA,16
ITAU348,PM,JQV,40
ITAU349,PD,TSR,24
ITAU349,Co-PD,WNA,16
ITAU349,PM,AMF,28
ITAU349,Co-PM,HZR,12
ITAU350,PD,JQV,40
ITAU350,PM,AMF,40
ITAU351,PD,TSR,40
ITAU351,PM,DGS,40
ITAU352,PD,NFI,40
ITAU352,PM,HZR,24
ITAU352,Co-PM,TSR,16
ITAU353,PD,DGS,28
ITAU353,Co-PD,WNA,12
ITAU353,PM,IFS,40
ITAU354,PD,RLM,28
ITAU354,Co-PD,AMF,12
ITAU354,PM,DTP,24
ITAU354,Co-PM,HZR,16
ITAU355,PD,DTP,28
ITAU355,Co-PD,HZR,12
ITAU355,PM,WNA,28
ITAU355,Co-PM,TLW,12
ITAU356,PD,JQV,40
ITAU356,PM,AMF,28
ITAU356,Co-PM,FYA,12
ITAU357,PD,AMF,24
ITAU357,Co-PD,DLP,16
ITAU357,PM,JQV,40
ITAU358,PD,IFI,24
ITAU358,Co-PD,JQV,16
ITAU358,PM,RLM,40
ITAU359,PD,NFI,28
ITAU359,Co-PD,DLP,12
ITAU359,PM,DTP,28
ITAU359,Co-PM,IFI,12
ITAU360,PD,IFS,24
ITAU360,Co-PD,JQV,16
ITAU360,PM,DTP,28
ITAU360,Co-PM,OMW,12
ITAU361,PD,DGS,24
ITAU361,Co-PD,IFI,16
ITAU361,PM,DLP,28
ITAU361,Co-PM,IFI,12
ITAU362,PD,DLP,28
ITAU362,Co-PD,TSR,12
ITAU362,PM,TLW,40
ITAU363,PD,RLM,40
ITAU363,PM,AMF,40
ITAU364,PD,IFI,28
ITAU364,Co-PD,AMF,12
ITAU364,PM,AMF,40
ITAU365,PD,TLW,28
ITAU365,Co-PD,NFI,12
ITAU365,PM,OMW,40
ITAU366,PD,TLW,40
ITAU366,PM,DLP,40
ITAU367,PD,IFI,40
ITAU367,PM,AMF,40
ITAU368,PD,TSR,40
ITAU368,PM,OMW,40
ITAU369,PD,NFI,28
ITAU369,Co-PD,DLP,12
ITAU369,PM,IFS,40
ITAU370,PD,JQV,40
ITAU370,PM,DGS,40
ITAU371,PD,DTP,40
ITAU371,PM,JQV,40
ITAU372,PD,NFI,40
ITAU372,PM,IFS,24
ITAU372,Co-PM,TLW,16
ITAU373,PD,AMF,28
ITAU373,Co-PD,DGS,12
ITAU373,PM,TLW,24
ITAU373,Co-PM,NFI,16
ITAU374,PD,AMF,40
ITAU374,PM,WNA,40
ITAU375,PD,DTP,40
ITAU375,PM,OMW,24
ITAU375,Co-PM,JQV,16
ITAU376,PD,TSR,40
ITAU376,PM,IFI,40
ITAU377,PD,RLM,28
ITAU377,Co-PD,IFS,12
ITAU377,PM,DTP,28
ITAU377,Co-PM,DLP,12
ITAU378,PD,RLM,24
ITAU378,Co-PD,FYA,16
ITAU378,PM,OMW,40
ITAU379,PD,DLP,40
ITAU379,PM,IFS,40
ITAU380,PD,FYA,28
ITAU380,Co-PD,DLP,12
ITAU380,PM,DGS,24
ITAU380,Co-PM,OMW,16
ITAU381,PD,IFS,40
ITAU381,PM,HZR,40
ITAU382,PD,AMF,24
ITAU382,Co-PD,RLM,16
ITAU382,PM,RLM,40
ITAU383,PD,NFI,24
ITAU383,Co-PD,DLP,16
ITAU383,PM,DLP,28
ITAU383,Co-PM,JQV,12
ITAU384,PD,FYA,40
ITAU384,PM,JQV,40
ITAU385,PD,DLP,28
ITAU385,Co-PD,NFI,12
ITAU385,PM,NFI,24
ITAU385,Co-PM,TLW,16
ITAU386,PD,IFI,24
ITAU386,Co-PD,RLM,16
ITAU386,PM,RLM,40
ITAU387,PD,RLM,40
ITAU387,PM,TSR,40
ITAU388,PD,FYA,40
ITAU388,PM,TSR,40
ITAU389,PD,IFS,40
ITAU389,PM,TLW,28
ITAU389,Co-PM,TSR,12
ITAU390,PD,TLW,40
ITAU390,PM,IFI,28
ITAU390,Co-PM,TSR,12
ITAU391,PD,HZR,40
ITAU391,PM,JQV,28
ITAU391,Co-PM,RLM,12
ITAU392,PD,DTP,40
ITAU392,PM,DLP,24
ITAU392,Co-PM,IFS,16
ITAU393,PD,OMW,40
ITAU393,PM,IFI,40
ITAU394,PD,DGS,24
ITAU394,Co-PD,RLM,16
ITAU394,PM,NFI,24
ITAU394,Co-PM,TLW,16
ITAU395,PD,FYA,40
ITAU395,PM,AMF,28
